场景号	地图号	进入脚本	传送脚本
$0043 [067]	73	43B5	4286	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0583 [1411]	0	880	1736	0	4292	0000	1	5	0	0	0	0	0	0	0	0
#0584 [1412]	0	1168	904	-3	4348	0000	2	1	269	0	0	0	0	0	0	0
#0585 [1413]	0	1152	896	0	4348	0000	2	1	0	0	0	0	0	0	0	0
#0586 [1414]	0	1344	1040	0	42A6	0000	1	7	138	3	0	0	0	0	0	0
#0587 [1415]	0	1184	896	0	0000	4343	0	0	351	3	0	0	0	0	0	0
#0588 [1416]	0	1184	880	0	0000	433D	0	0	30	3	0	0	0	0	0	0
#0589 [1417]	0	1200	872	0	0000	4340	0	0	30	3	0	0	0	0	0	0
#058A [1418]	0	1440	1088	0	0000	0000	0	0	193	0	0	12	0	0	0	0
#058B [1419]	0	1360	1032	0	0000	0000	0	0	229	0	0	6	0	0	0	0
#058C [1420]	0	480	1376	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#058D [1421]	0	528	1352	6	0000	0005	1	0	619	0	0	3	0	0	0	0
#058E [1422]	0	944	1160	6	0000	0005	1	0	619	0	0	6	0	0	0	0
#058F [1423]	0	1008	1128	6	0000	0005	1	0	619	0	0	2	0	0	0	0
#0590 [1424]	0	1072	1096	6	0000	0005	1	0	619	0	0	4	0	0	0	0
#0591 [1425]	0	928	1024	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#0592 [1426]	0	864	1056	6	0000	0005	1	0	619	0	0	7	0	0	0	0
#0593 [1427]	0	800	1088	6	0000	0005	1	0	619	0	0	5	0	0	0	0
#0594 [1428]	0	1008	936	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#0595 [1429]	0	944	904	6	0000	0005	1	0	619	0	0	1	0	0	0	0
#0596 [1430]	0	1040	856	6	0000	0005	1	0	619	0	0	3	0	0	0	0
#0597 [1431]	0	544	1504	6	0000	0005	1	0	618	0	0	0	0	0	0	0
#0598 [1432]	0	832	1648	6	0000	0005	1	0	618	0	0	3	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
