场景号	地图号	进入脚本	传送脚本
#00A5 [165]	143	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0AFF [2815]	0	1392	1528	0	68C2	0000	1	5	0	0	0	0	0	0	0	0	
@0B00 [2816]	0	1456	424	0	9F91	0000	2	5	621	3	0	0	0	0	0	0	
@0B01 [2817]	0	976	520	0	9F8F	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B02 [2818]	0	400	280	0	9F93	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B03 [2819]	0	400	376	0	9F81	0002	2	5	470	4	0	0	0	0	0	0	
@0B04 [2820]	0	928	640	0	9F79	9CB9	2	5	470	4	0	0	0	0	0	0	
@0B05 [2821]	0	1200	664	0	9F7F	0000	2	5	470	4	0	0	0	0	0	0	
@0B06 [2822]	0	1584	536	0	9F7D	0005	2	5	11	0	0	0	0	0	0	0	
@0B07 [2823]	0	256	464	0	9F91	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B08 [2824]	0	432	584	0	9D58	0005	2	5	11	0	0	0	0	0	0	0	
@0B09 [2825]	0	1104	904	0	9EC3	9CAD	2	5	11	0	0	0	0	0	0	0	
@0B0A [2826]	0	752	920	0	9ED3	0005	2	5	470	4	0	0	0	0	0	0	
@0B0B [2827]	0	352	944	0	9F7D	9CAD	2	5	11	0	0	0	0	0	0	0	
@0B0C [2828]	0	608	1104	0	9F77	9CB9	2	5	470	4	0	0	0	0	0	0	
@0B0D [2829]	0	576	1328	0	9F75	0002	2	5	470	4	0	0	0	0	0	0	
@0B0E [2830]	0	416	1392	0	9F8F	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B0F [2831]	0	576	1760	0	9F7F	0000	2	5	470	4	0	0	0	0	0	0	
@0B10 [2832]	0	704	1552	0	9F7D	9CAD	2	5	11	0	0	0	0	0	0	0	
@0B11 [2833]	0	1232	1784	0	9EDF	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B12 [2834]	0	1760	1664	0	9F93	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B13 [2835]	0	1312	1632	0	9ED9	0002	2	5	470	4	0	0	0	0	0	0	
@0B14 [2836]	0	1520	1544	0	9F79	9CB9	2	5	470	4	0	0	0	0	0	0	
@0B15 [2837]	0	1552	1320	0	9F75	0005	2	5	470	4	0	0	0	0	0	0	
@0B16 [2838]	0	1584	1176	0	9F81	0002	2	5	470	4	0	0	0	0	0	0	
@0B17 [2839]	0	1712	1080	0	9F77	9CB9	2	5	470	4	0	0	0	0	0	0	
@0B18 [2840]	0	1584	920	0	9EC3	9CAD	2	5	11	0	0	0	0	0	0	0	
@0B19 [2841]	0	1248	1136	0	9EDF	9CB3	2	5	621	3	0	0	0	0	0	0	
@0B1A [2842]	0	832	1216	0	9F7D	0005	2	5	11	0	0	0	0	0	0	0	
@0B1B [2843]	0	1136	296	0	07C5	0000	2	1	10	0	0	0	0	0	0	0	
@0B1C [2844]	0	736	384	0	085B	0000	2	1	10	0	0	0	0	0	0	0	
@0B1D [2845]	0	832	432	0	0729	0000	2	1	10	0	0	0	0	0	0	0	
@0B1E [2846]	0	1616	328	0	0867	0000	2	1	10	0	0	0	0	0	0	0	
@0B1F [2847]	0	1760	464	0	086D	0000	2	1	10	0	0	0	0	0	0	0	
@0B20 [2848]	0	1184	864	0	07C5	0000	2	1	10	0	0	0	0	0	0	0	
@0B21 [2849]	0	1664	1872	0	07B9	0000	2	1	10	0	0	0	0	0	0	0	
@0B22 [2850]	0	1056	1472	0	0861	0000	2	1	10	0	0	0	0	0	0	0	
@0B23 [2851]	0	1120	1856	0	07BF	0000	2	1	10	0	0	0	0	0	0	0	
@0B24 [2852]	0	752	1816	0	072F	0000	2	1	10	0	0	0	0	0	0	0	
@0B25 [2853]	0	352	880	0	079B	0000	2	1	10	0	0	0	0	0	0	0	
@0B26 [2854]	0	464	936	0	0855	0000	2	1	10	0	0	0	0	0	0	0	
@0B27 [2855]	0	1536	720	0	084F	0000	2	1	10	0	0	0	0	0	0	0	
@0B28 [2856]	0	1632	768	0	07D1	0000	2	1	10	0	0	0	0	0	0	0	
