场景号	地图号	进入脚本	传送脚本
$0052 [082]	79	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0655 [1621]	0	1744	424	0	43DE	0000	1	5	0	0	0	0	0	0	0	0
#0656 [1622]	0	1728	1200	0	43E2	0000	1	6	0	0	0	0	0	0	0	0
#0657 [1623]	0	768	512	0	43EE	0000	1	5	0	0	0	0	0	0	0	0
#0658 [1624]	0	784	904	0	43FA	0000	1	5	0	0	0	0	0	0	0	0
#0659 [1625]	0	1136	728	0	43FE	0000	1	5	0	0	0	0	0	0	0	0
#065A [1626]	0	1040	1128	0	4402	0000	1	5	0	0	0	0	0	0	0	0
#065B [1627]	0	880	584	0	4437	0000	1	5	0	0	0	0	0	0	0	0
#065C [1628]	0	624	456	0	443B	0000	1	5	0	0	0	0	0	0	0	0
#065D [1629]	0	944	1144	0	4C4E	4510	2	2	156	3	1	0	0	0	0	0
#065E [1630]	0	896	1152	0	4C4E	4512	2	2	156	3	0	0	0	0	0	0
#065F [1631]	0	1504	368	0	0000	4516	2	2	82	3	0	0	0	0	0	0
#0660 [1632]	0	992	784	0	0000	0008	2	2	104	1	2	0	0	0	0	0
#0661 [1633]	0	960	768	0	0000	0002	2	2	402	0	0	0	0	0	0	0
#0662 [1634]	0	1776	1176	0	4C54	4526	2	2	97	3	0	0	0	0	0	0
#0663 [1635]	0	1808	1144	0	4C5D	4537	2	2	414	3	0	0	0	0	0	0
#0664 [1636]	0	1840	1160	0	0000	4545	2	2	414	3	0	0	0	0	0	0
#0665 [1637]	0	928	1312	10	0000	4553	1	0	97	3	1	0	0	0	0	0
#0666 [1638]	0	1024	768	0	0000	0000	1	2	0	0	0	0	0	0	0	0
#0667 [1639]	0	656	984	0	4C43	0000	1	2	309	0	0	0	0	0	0	0
#0668 [1640]	0	1376	624	0	4C48	0000	1	2	310	0	0	0	0	0	0	0
#0669 [1641]	0	432	1192	0	0000	000B	2	0	97	3	0	0	0	0	0	0
#066A [1642]	0	416	1184	0	0000	000B	2	0	414	3	0	0	0	0	0	0
#066B [1643]	0	448	1200	0	0000	000B	2	0	414	3	0	0	0	0	0	0
#066C [1644]	0	560	1032	0	45C8	45D5	2	2	370	0	0	0	0	0	0	0
#066D [1645]	0	608	1040	0	45D0	45FA	2	2	371	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
