场景号	地图号	进入脚本	传送脚本
#0121 [289]	209	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@1435 [5173]	0	912	1912	0	0F2E	0000	1	5	0	0	0	0	0	0	0	0	
@1436 [5174]	0	1104	1768	0	A037	9CB3	2	5	549	3	0	0	0	0	0	0	
@1437 [5175]	0	1200	1816	0	A041	9CB3	2	5	549	3	0	0	0	0	0	0	
@1438 [5176]	0	528	1560	0	A043	9CB3	2	5	492	3	0	0	0	0	0	0	
@1439 [5177]	0	640	1392	0	A061	9CB3	2	5	492	3	0	0	0	0	0	0	
@143A [5178]	0	496	1368	0	A047	9CB3	2	5	492	3	0	0	0	0	0	0	
@143B [5179]	0	800	1312	0	A055	9CB3	2	5	492	3	0	0	0	0	0	0	
@143C [5180]	0	784	1448	0	A059	9CB3	2	5	625	2	0	0	0	0	0	0	
@143D [5181]	0	1024	1456	0	A061	9CB3	2	5	492	3	0	0	0	0	0	0	
@143E [5182]	0	384	1392	0	A055	9CB3	2	5	492	3	0	0	0	0	0	0	
@143F [5183]	0	208	1464	10	A05D	9CA4	2	5	460	0	0	0	0	0	0	0	
@1440 [5184]	0	576	1200	0	A083	9CB3	2	5	492	3	0	0	0	0	0	0	
@1441 [5185]	0	1424	1016	0	A051	9CB3	2	5	492	3	0	0	0	0	0	0	
@1442 [5186]	0	1376	992	0	A053	9CB3	2	5	492	3	0	0	0	0	0	0	
@1443 [5187]	0	1088	848	0	A04B	9CB3	2	5	492	3	0	0	0	0	0	0	
@1444 [5188]	0	1168	728	0	A04D	9CB3	2	5	492	3	0	0	0	0	0	0	
@1445 [5189]	0	1248	768	0	A047	9CB3	2	5	492	3	0	0	0	0	0	0	
@1446 [5190]	0	976	824	0	A059	9CB3	2	5	625	2	0	0	0	0	0	0	
@1447 [5191]	0	1632	912	0	A043	9CB3	2	5	492	3	0	0	0	0	0	0	
@1448 [5192]	0	1408	832	0	A049	9CB3	2	5	492	3	0	0	0	0	0	0	
@1449 [5193]	0	1360	888	0	A067	9CB3	2	5	548	3	0	0	0	0	0	0	
@144A [5194]	0	1216	896	0	A05B	9CB3	2	5	492	3	0	0	0	0	0	0	
@144B [5195]	0	1520	1208	0	A063	9CB3	2	5	549	3	0	0	0	0	0	0	
@144C [5196]	0	1264	1784	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@144D [5197]	0	704	1424	6	0000	0005	1	0	619	0	0	6	0	0	0	0	
@144E [5198]	0	240	1336	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@144F [5199]	0	720	1096	6	0000	0005	1	0	619	0	0	5	0	0	0	0	
@1450 [5200]	0	1200	1336	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1451 [5201]	0	1376	1104	6	0000	0005	1	0	619	0	0	4	0	0	0	0	
@1452 [5202]	0	1120	976	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1453 [5203]	0	1408	768	6	0000	0005	1	0	619	0	0	5	0	0	0	0	
@1454 [5204]	0	896	768	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1455 [5205]	0	912	1368	0	07A1	0000	2	1	10	0	0	0	0	0	0	0	
@1456 [5206]	0	992	1408	0	079B	0000	2	1	10	0	0	0	0	0	0	0	
@1457 [5207]	0	528	1352	0	0765	0000	2	1	10	0	0	0	0	0	0	0	
@1458 [5208]	0	1456	984	0	076B	0000	2	1	10	0	0	0	0	0	0	0	
@1459 [5209]	0	1184	720	0	05D9	0000	2	1	10	0	0	0	0	0	0	0	
@145A [5210]	0	1280	768	0	0753	0000	2	1	10	0	0	0	0	0	0	0	
