场景号	地图号	进入脚本	传送脚本
#0073 [115]	107	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@08A2 [2210]	0	192	736	0	4E48	0000	1	5	0	0	0	0	0	0	0	0	
@08A3 [2211]	0	1072	952	0	4E4C	0000	1	5	0	0	0	0	0	0	0	0	
@08A4 [2212]	0	1152	576	-2	0000	0000	0	0	383	0	0	0	0	0	0	0	
@08A5 [2213]	0	1120	560	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08A6 [2214]	0	1136	568	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08A7 [2215]	0	1136	552	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08A8 [2216]	0	1152	560	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08A9 [2217]	0	1168	568	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08AA [2218]	0	1184	560	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08AB [2219]	0	1152	544	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08AC [2220]	0	1168	552	-2	0000	0000	0	0	0	0	0	0	0	0	0	0	
@08AD [2221]	0	1184	544	0	618B	0000	0	8	384	0	0	0	0	0	0	0	
@08AE [2222]	0	1072	536	0	0000	0000	0	0	7	3	3	0	0	0	0	0	
@08AF [2223]	0	592	952	0	5F45	0000	0	1	456	0	0	0	0	0	0	0	
