场景号	地图号	进入脚本	传送脚本
$0034 [052]	47	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0375 [885]	0	384	1280	0	3723	0000	1	5	0	0	0	0	0	0	0	0
#0376 [886]	0	864	816	0	375F	0000	1	5	0	0	0	0	0	0	0	0
#0377 [887]	0	480	848	0	3925	0000	1	1	0	0	0	0	0	0	0	0
#0378 [888]	0	896	880	0	3B86	000B	0	7	7	3	0	0	0	0	0	0
#0379 [889]	0	1040	888	0	38F6	000B	2	2	40	1	0	0	0	0	0	0
#037A [890]	0	1008	904	0	38FB	0008	2	2	163	1	0	0	0	0	0	0
#037B [891]	0	992	880	0	3900	0011	2	2	125	1	0	0	0	0	0	0
#037C [892]	0	1040	920	0	3906	000E	2	2	117	1	0	0	0	0	0	0
#037D [893]	0	1072	920	0	390B	000E	2	2	51	1	0	0	0	0	0	0
#037E [894]	0	1104	888	0	3910	000B	2	2	41	1	0	0	0	0	0	0
#037F [895]	0	1056	848	0	3915	000B	2	2	33	3	0	0	0	0	0	0
#0380 [896]	0	1024	848	0	391B	0011	2	2	121	1	0	0	0	0	0	0
#0381 [897]	0	1104	856	0	3920	0011	2	2	106	1	0	0	0	0	0	0
#0382 [898]	0	848	888	0	3938	0002	2	2	265	0	0	0	0	0	0	0
#0383 [899]	0	512	1152	9	0000	00EC	1	0	166	2	0	0	0	0	0	0
#0384 [900]	0	480	1248	9	0000	00EC	1	0	160	2	0	0	0	0	0	0
#0385 [901]	0	464	1192	9	0000	0135	1	0	166	2	0	0	0	0	0	0
#0386 [902]	0	352	1264	9	0000	0135	1	0	162	2	0	0	0	0	0	0
#0387 [903]	0	448	800	9	0000	0135	1	0	166	2	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
