场景号	地图号	进入脚本	传送脚本
$0080 [128]	115	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0903 [2307]	0	688	1320	0	4E83	0000	1	5	0	0	0	0	0	0	0	0
#0904 [2308]	0	640	1344	0	0000	0000	2	2	95	0	0	0	0	0	0	0
#0905 [2309]	0	688	1368	0	0000	000B	2	2	104	1	0	0	0	0	0	0
#0906 [2310]	0	688	1384	0	0000	000E	2	2	104	1	1	0	0	0	0	0
#0907 [2311]	0	624	1336	0	0000	000B	2	2	104	1	0	0	0	0	0	0
#0908 [2312]	0	576	1328	0	0000	0000	2	2	104	1	0	0	0	0	0	0
#0909 [2313]	0	576	1376	0	0000	0000	2	2	408	0	2	0	0	0	0	0
#090A [2314]	0	528	1368	0	0000	0008	2	2	100	1	2	0	0	0	0	0
#090B [2315]	0	528	1352	0	0000	0008	2	2	100	1	2	0	0	0	0	0
#090C [2316]	0	608	1392	0	0000	0008	2	2	100	1	2	0	0	0	0	0
#090D [2317]	0	688	1272	0	0000	0000	2	2	147	3	3	0	0	0	0	0
#090E [2318]	0	912	1400	4	0000	0057	1	2	72	0	0	0	0	0	0	0
#090F [2319]	0	912	1416	4	0000	0000	1	0	74	0	0	0	0	0	0	0
#0910 [2320]	0	720	1496	0	0000	0000	1	2	293	0	0	0	0	0	0	0
#0911 [2321]	0	880	1480	0	5767	0000	2	2	136	1	3	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
