场景号	地图号	进入脚本	传送脚本
#0017 [023]	38	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@01A8 [424]	0	704	448	0	2970	0000	1	6	0	0	0	0	0	0	0	0	
@01A9 [425]	0	592	824	11	0000	0000	1	0	164	0	0	0	0	0	0	0	
@01AA [426]	0	1216	784	0	29AD	2C9D	2	2	122	3	0	0	0	0	0	0	
@01AB [427]	0	1040	872	0	2A24	0011	2	2	129	1	0	0	0	0	0	0	
@01AC [428]	0	992	896	0	2A33	01F6	2	2	159	3	2	0	0	0	0	0	
@01AD [429]	0	752	504	0	0000	0000	0	2	159	3	2	0	0	0	0	0	
@01AE [430]	0	1040	360	0	0000	2D86	2	2	149	3	0	0	0	0	0	0	
@01AF [431]	0	800	480	0	0000	000E	0	2	149	3	0	0	0	0	0	0	
@01B0 [432]	0	1280	752	0	0000	0000	2	2	144	1	2	0	0	0	0	0	
@01B1 [433]	0	1312	736	0	0000	000B	2	2	142	1	0	0	0	0	0	0	
@01B2 [434]	0	1376	880	0	2A00	0008	2	2	129	1	0	0	0	0	0	0	
@01B3 [435]	0	1360	856	0	0000	01F6	2	2	321	1	0	0	0	0	0	0	
@01B4 [436]	0	1408	848	0	0000	000B	2	2	140	1	0	0	0	0	0	0	
@01B5 [437]	0	1168	1016	0	0000	0011	2	2	111	1	3	0	0	0	0	0	
@01B6 [438]	0	960	944	0	2EC8	0000	2	2	442	1	0	0	0	0	0	0	
@01B7 [439]	0	720	488	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@01B8 [440]	0	752	488	0	0000	0000	2	2	129	1	1	0	0	0	0	0	
@01B9 [441]	0	752	472	0	0000	0008	2	2	111	1	0	0	0	0	0	0	
@01BA [442]	0	768	464	0	0000	000E	2	2	102	1	0	0	0	0	0	0	
@01BB [443]	0	752	456	0	0000	0000	2	0	100	1	1	0	0	0	0	0	
@01BC [444]	0	736	448	0	0000	0000	2	0	102	1	0	0	0	0	0	0	
@01BD [445]	0	672	416	0	0000	0000	2	0	100	1	0	0	0	0	0	0	
@01BE [446]	0	656	440	0	0000	0000	2	0	129	1	0	0	0	0	0	0	
@01BF [447]	0	624	440	0	0000	0000	2	0	100	1	1	0	0	0	0	0	
@01C0 [448]	0	608	464	0	0000	0000	2	0	111	1	2	0	0	0	0	0	
@01C1 [449]	0	832	480	0	0000	0000	2	2	100	1	1	0	0	0	0	0	
@01C2 [450]	0	736	512	0	0000	0000	2	2	104	1	2	0	0	0	0	0	
@01C3 [451]	0	608	432	0	0000	0000	2	0	102	1	1	0	0	0	0	0	
@01C4 [452]	0	576	432	0	0000	0000	2	0	111	1	1	0	0	0	0	0	
@01C5 [453]	0	544	432	0	0000	0000	2	0	100	1	1	0	0	0	0	0	
@01C6 [454]	0	1088	800	0	2A4D	0000	1	5	0	0	0	0	0	0	0	0	
@01C7 [455]	0	768	896	0	2AEE	0000	1	5	0	0	0	0	0	0	0	0	
@01C8 [456]	0	608	816	0	2B15	0000	1	5	0	0	0	0	0	0	0	0	
@01C9 [457]	0	1328	680	0	2B19	0000	1	5	0	0	0	0	0	0	0	0	
@01CA [458]	0	1440	272	0	2B4D	0000	1	5	0	0	0	0	0	0	0	0	
@01CB [459]	0	1632	368	0	2B51	0000	1	5	0	0	0	0	0	0	0	0	
@01CC [460]	0	800	1120	0	2733	0000	1	5	0	0	0	0	0	0	0	0	
@01CD [461]	0	384	768	0	2DE8	0357	0	7	374	3	3	0	0	0	0	0	
