场景号	地图号	进入脚本	传送脚本
#0033 [051]	47	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0367 [871]	0	800	480	0	3747	0000	1	5	0	0	0	0	0	0	0	0	
@0368 [872]	0	688	1096	0	374B	0000	1	5	0	0	0	0	0	0	0	0	
@0369 [873]	0	864	1680	0	374F	0000	1	5	0	0	0	0	0	0	0	0	
@036A [874]	0	1648	1016	0	3753	0000	1	5	0	0	0	0	0	0	0	0	
@036B [875]	0	1680	472	0	3757	0000	1	5	0	0	0	0	0	0	0	0	
@036C [876]	0	1568	1712	0	375B	0000	1	5	0	0	0	0	0	0	0	0	
@036D [877]	0	800	336	0	3796	0000	2	2	119	1	0	0	0	0	0	0	
@036E [878]	0	816	344	0	3B9E	0000	2	1	395	0	0	0	0	0	0	0	
@036F [879]	0	1424	328	3	0000	0000	1	2	276	0	0	0	0	0	0	0	
@0370 [880]	0	1472	336	0	0000	0000	2	2	147	3	0	0	0	0	0	0	
@0371 [881]	0	432	920	0	0000	0000	2	2	144	1	0	0	0	0	0	0	
@0372 [882]	0	416	960	0	0000	0000	2	2	157	3	2	0	0	0	0	0	
@0373 [883]	0	656	856	0	0000	0000	2	2	125	1	0	0	0	0	0	0	
@0374 [884]	0	368	1544	0	0000	0000	2	2	51	1	1	0	0	0	0	0	
