场景号	地图号	进入脚本	传送脚本
$00E3 [227]	177	8A86	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#109B [4251]	0	1280	1664	-6	0000	8ADE	0	0	570	0	0	3	0	0	0	0
#109C [4252]	0	1280	1840	0	0000	8AE2	0	0	569	0	0	0	0	0	0	0
#109D [4253]	0	1072	1768	0	8B1A	0000	1	6	0	0	0	0	0	0	0	0
#109E [4254]	0	1232	1816	0	0000	0000	0	0	528	3	2	0	0	0	0	0
#109F [4255]	0	960	1728	0	0000	0000	1	0	528	3	3	0	0	0	0	0
#10A0 [4256]	0	1024	1760	0	0000	0000	1	0	544	3	1	0	0	0	0	0
#10A1 [4257]	0	1024	1712	0	0000	0000	1	0	544	3	0	0	0	0	0	0
#10A2 [4258]	0	912	1704	0	0000	0000	1	0	544	3	3	0	0	0	0	0
#10A3 [4259]	0	912	1672	0	0000	8B16	0	0	544	3	3	0	0	0	0	0
#10A4 [4260]	0	864	1680	0	0000	8B18	0	0	544	3	3	0	0	0	0	0
#10A5 [4261]	0	1024	1760	0	0000	0000	0	0	546	0	0	1	0	0	0	0
#10A6 [4262]	0	1024	1712	0	0000	0000	0	0	546	0	0	0	0	0	0	0
#10A7 [4263]	0	1136	1800	0	0000	0000	0	0	546	0	0	1	0	0	0	0
#10A8 [4264]	0	1088	1760	0	0000	0000	0	0	546	0	0	0	0	0	0	0
#10A9 [4265]	0	1104	1784	0	0000	0000	0	0	546	0	0	1	0	0	0	0
#10AA [4266]	0	816	1112	0	0000	0000	1	0	544	3	3	0	0	0	0	0
#10AB [4267]	0	896	1152	0	8BB0	0000	1	6	544	3	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
