场景号	地图号	进入脚本	传送脚本
$0081 [129]	116	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0912 [2322]	0	912	744	0	4EB4	0000	1	5	0	0	0	0	0	0	0	0
#0913 [2323]	0	640	464	3	0000	0000	1	3	330	0	0	0	0	0	0	0
#0914 [2324]	0	560	408	0	0000	0000	1	3	331	0	0	0	0	0	0	0
#0915 [2325]	0	608	432	0	0000	0000	1	3	334	0	0	0	0	0	0	0
#0916 [2326]	0	672	416	3	0000	0000	1	3	333	0	0	0	0	0	0	0
#0917 [2327]	0	800	512	0	0000	0000	1	3	332	0	0	0	0	0	0	0
#0918 [2328]	0	832	528	3	0000	0000	1	3	335	0	0	0	0	0	0	0
#0919 [2329]	0	784	552	0	0000	0000	1	3	336	0	0	0	0	0	0	0
#091A [2330]	0	896	560	3	0000	0000	1	3	337	0	0	0	0	0	0	0
#091B [2331]	0	1088	656	0	50EC	0000	2	3	51	1	0	0	0	0	0	0
#091C [2332]	0	1024	624	0	50F5	0000	1	5	0	0	0	0	0	0	0	0
#091D [2333]	0	1008	648	0	50FE	0000	0	2	397	1	3	0	0	0	0	0
#091E [2334]	0	976	648	0	0000	000B	2	2	140	1	0	0	0	0	0	0
#091F [2335]	0	944	664	0	0000	0008	2	2	307	3	2	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
