场景号	地图号	进入脚本	传送脚本
$0051 [081]	84	493F	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0639 [1593]	0	848	1336	0	4429	0000	1	5	0	0	0	0	0	0	0	0
#063A [1594]	0	1616	968	9	4CF5	0000	1	3	382	0	0	0	0	0	0	0
#063B [1595]	0	1648	1000	0	4CF5	0000	1	3	90	1	0	0	0	0	0	0
#063C [1596]	0	1504	976	0	4CF3	000B	2	2	98	1	0	0	0	0	0	0
#063D [1597]	0	1648	1048	0	4CF3	000B	2	2	98	1	0	0	0	0	0	0
#063E [1598]	0	1472	976	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#063F [1599]	0	1440	992	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#0640 [1600]	0	1408	1008	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#0641 [1601]	0	1376	1024	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#0642 [1602]	0	1344	1040	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#0643 [1603]	0	1312	1056	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#0644 [1604]	0	1280	1072	0	4CF3	0011	2	2	137	1	3	0	0	0	0	0
#0645 [1605]	0	1248	1104	0	4CF3	0011	2	2	134	1	3	0	0	0	0	0
#0646 [1606]	0	1392	1176	0	4CF3	000E	2	2	134	1	1	0	0	0	0	0
#0647 [1607]	0	1648	1064	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#0648 [1608]	0	1616	1080	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#0649 [1609]	0	1584	1096	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#064A [1610]	0	1552	1112	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#064B [1611]	0	1488	1144	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#064C [1612]	0	1456	1160	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#064D [1613]	0	1424	1176	0	4CF3	000E	2	2	137	1	1	0	0	0	0	0
#064E [1614]	0	1504	1056	-9	0000	0000	1	0	390	0	0	0	0	0	0	0
#064F [1615]	0	1504	1040	0	0000	0000	1	0	391	0	0	0	0	0	0	0
#0650 [1616]	0	1552	1064	0	0000	0000	1	0	392	0	0	0	0	0	0	0
#0651 [1617]	0	1728	1024	0	0000	4BC3	0	0	7	3	0	0	0	0	0	0
#0652 [1618]	0	1552	1032	0	0000	0000	0	0	386	0	0	0	0	0	0	0
#0653 [1619]	0	1440	1024	0	4BBC	0000	0	2	106	1	3	0	0	0	0	0
#0654 [1620]	0	1472	1008	0	4BC0	0000	0	2	117	1	3	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
