场景号	地图号	进入脚本	传送脚本
#006D [109]	126	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@083F [2111]	0	320	1008	0	63D9	0000	1	5	0	0	0	0	0	0	0	0	
@0840 [2112]	0	1728	496	0	63E1	0000	1	5	0	0	0	0	0	0	0	0	
@0841 [2113]	0	864	1040	0	513A	0000	1	5	0	0	0	0	0	0	0	0	
@0842 [2114]	0	928	1152	-99	0000	0000	1	0	431	0	0	0	0	0	0	0	
@0843 [2115]	0	848	1160	0	53B2	0000	2	1	428	0	0	0	0	0	0	0	
@0844 [2116]	0	848	1160	0	0000	0000	0	0	26	3	2	0	0	0	0	0	
@0845 [2117]	0	768	1120	0	53AF	0000	2	1	430	0	0	0	0	0	0	0	
@0846 [2118]	0	912	1160	0	53AF	0000	2	1	429	0	0	0	0	0	0	0	
@0847 [2119]	0	704	1200	0	53AF	0000	2	1	430	0	0	0	0	0	0	0	
@0848 [2120]	0	656	1160	0	53AF	0000	2	1	429	0	0	0	0	0	0	0	
@0849 [2121]	0	816	1000	10	53AF	0000	2	1	430	0	0	0	0	0	0	0	
@084A [2122]	0	896	960	10	53AF	0000	2	1	429	0	0	0	0	0	0	0	
@084B [2123]	0	720	1080	0	53AF	0000	2	1	429	0	0	0	0	0	0	0	
@084C [2124]	0	864	1216	0	53AF	0000	2	1	429	0	0	0	0	0	0	0	
@084D [2125]	0	848	1096	0	53AF	0000	2	1	430	0	0	0	0	0	0	0	
@084E [2126]	0	912	1048	0	53AF	0000	2	1	424	0	0	0	0	0	0	0	
@084F [2127]	0	1008	1112	0	53AF	0000	2	1	425	0	0	0	0	0	0	0	
@0850 [2128]	0	1040	1080	0	53AF	0000	2	1	424	0	0	0	0	0	0	0	
@0851 [2129]	0	1008	1048	0	53AF	0000	2	1	425	0	0	0	0	0	0	0	
@0852 [2130]	0	1120	1024	-2	0000	0000	1	1	437	0	0	0	0	0	0	0	
