场景号	地图号	进入脚本	传送脚本
$0008 [008]	11	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#00AF [175]	0	624	520	0	1237	0000	1	5	0	0	0	0	0	0	0	0
#00B0 [176]	0	1248	352	0	1946	0000	0	1	75	0	0	0	0	0	0	0
#00B1 [177]	0	1216	352	0	194B	0000	0	2	20	3	3	0	0	0	0	0
#00B2 [178]	0	1168	312	0	1957	1937	0	2	4	3	3	0	0	0	0	0
#00B3 [179]	0	1232	360	0	0000	0000	0	0	31	3	2	0	0	0	0	0
#00B4 [180]	0	656	1656	0	1793	0000	1	5	0	0	0	0	0	0	0	0
#00B5 [181]	0	864	1376	0	1E66	0000	2	2	33	3	1	0	0	0	0	0
#00B6 [182]	0	768	256	0	0A38	0000	1	1	0	0	0	0	0	0	0	0
#00B7 [183]	0	672	1440	0	0A56	0000	1	1	0	0	0	0	0	0	0	0
#00B8 [184]	0	976	1560	0	0A0E	0000	1	1	0	0	0	0	0	0	0	0
#00B9 [185]	0	912	1528	0	0B9A	0000	1	1	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
