场景号	地图号	进入脚本	传送脚本
$0070 [112]	103	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0872 [2162]	0	352	1344	0	4E8A	0000	1	5	0	0	0	0	0	0	0	0
#0873 [2163]	0	1088	1792	0	4DC8	0000	1	5	0	0	0	0	0	0	0	0
#0874 [2164]	0	1296	1752	0	0345	0000	1	5	0	0	0	0	0	0	0	0
#0875 [2165]	0	1264	1704	0	0337	0000	1	5	0	0	0	0	0	0	0	0
#0876 [2166]	0	1568	1680	1	0000	0000	1	2	285	0	0	0	0	0	0	0
#0877 [2167]	0	1536	1648	3	0000	0000	1	2	297	0	0	0	0	0	0	0
#0878 [2168]	0	1648	1608	3	0000	0000	1	2	292	0	0	0	0	0	0	0
#0879 [2169]	0	1728	1664	0	0000	000E	2	2	117	1	1	0	0	0	0	0
#087A [2170]	0	1392	1576	0	0000	000B	2	3	113	1	0	0	0	0	0	0
#087B [2171]	0	816	1464	0	0000	0000	1	2	173	0	0	0	0	0	0	0
#087C [2172]	0	832	1456	0	0000	0000	1	2	177	0	0	0	0	0	0	0
#087D [2173]	0	864	1440	0	0000	0000	1	2	169	0	0	0	0	0	0	0
#087E [2174]	0	912	1416	0	0000	0000	1	2	185	0	0	0	0	0	0	0
#087F [2175]	0	864	1472	0	0000	0000	1	2	289	0	0	0	0	0	0	0
#0880 [2176]	0	928	1440	0	0000	0000	1	2	177	0	0	0	0	0	0	0
#0881 [2177]	0	944	1432	0	0000	0000	1	2	295	0	0	0	0	0	0	0
#0882 [2178]	0	960	1456	0	0000	0000	1	2	177	0	0	0	0	0	0	0
#0883 [2179]	0	896	1488	0	0000	0000	1	2	281	0	0	0	0	0	0	0
#0884 [2180]	0	912	1480	0	0000	0000	1	2	295	0	0	0	0	0	0	0
#0885 [2181]	0	992	1472	4	0000	000E	1	2	153	3	1	0	0	0	0	0
#0886 [2182]	0	976	1512	0	0000	0000	2	2	154	3	1	0	0	0	0	0
#0887 [2183]	0	880	1496	0	0000	000E	2	2	153	3	1	0	0	0	0	0
#0888 [2184]	0	832	1488	0	0000	0000	2	2	325	1	1	0	0	0	0	0
#0889 [2185]	0	784	1368	0	0000	62DD	1	0	502	0	0	0	0	0	0	0
#088A [2186]	0	784	1400	0	0000	0000	1	3	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
