场景号	地图号	进入脚本	传送脚本
$0113 [275]	165	95E8	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#135B [4955]	0	736	1296	0	0000	95F1	1	0	373	3	3	0	0	0	0	0
#135C [4956]	0	720	1272	0	0000	95FB	1	0	198	3	3	0	0	0	0	0
#135D [4957]	0	512	1392	0	0000	960A	1	0	217	3	3	0	0	0	0	0
#135E [4958]	0	512	1408	0	0000	9624	1	0	199	3	3	0	0	0	0	0
#135F [4959]	0	688	1512	0	0000	965D	1	0	443	3	2	0	0	0	0	0
#1360 [4960]	0	720	1544	0	0000	965D	1	0	544	3	1	0	0	0	0	0
#1361 [4961]	0	848	1624	0	0000	965D	1	0	443	3	0	0	0	0	0	0
#1362 [4962]	0	624	1656	0	0000	965D	1	0	544	3	1	0	0	0	0	0
#1363 [4963]	0	704	1680	0	0000	0000	1	0	544	3	3	0	0	0	0	0
#1364 [4964]	0	832	1744	0	0000	0000	1	0	443	3	0	0	0	0	0	0
#1365 [4965]	0	656	1720	0	0000	965D	1	0	544	3	1	0	0	0	0	0
#1366 [4966]	0	640	1568	0	0000	965D	1	0	544	3	2	0	0	0	0	0
#1367 [4967]	0	544	1600	0	0000	965D	1	0	198	3	0	0	0	0	0	0
#1368 [4968]	0	672	1360	10	0000	00EC	1	0	166	2	0	0	0	0	0	0
#1369 [4969]	0	576	1552	10	0000	0135	1	0	165	2	0	0	0	0	0	0
#136A [4970]	0	736	1600	10	0000	00EC	1	0	166	2	0	0	0	0	0	0
#136B [4971]	0	768	1440	10	0000	0135	1	0	162	2	0	0	0	0	0	0
#136C [4972]	0	672	1376	10	0000	9776	1	0	610	0	0	0	0	0	0	0
#136D [4973]	0	0	0	0	0000	95ED	1	0	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
