场景号	地图号	进入脚本	传送脚本
#0057 [087]	82	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@06AF [1711]	0	400	1704	0	448B	0000	1	5	0	0	0	0	0	0	0	0	
@06B0 [1712]	0	1360	1784	0	448F	0000	1	5	0	0	0	0	0	0	0	0	
@06B1 [1713]	0	608	1440	0	9D31	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B2 [1714]	0	1264	1144	0	9D34	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B3 [1715]	0	1280	832	0	9D31	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B4 [1716]	0	832	928	0	9D31	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B5 [1717]	0	672	1120	0	9D34	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B6 [1718]	0	864	496	0	9D31	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B7 [1719]	0	1344	528	0	9D31	9CB3	2	5	347	3	0	0	0	0	0	0	
@06B8 [1720]	0	1536	608	0	9D34	9CC9	2	5	347	3	0	0	0	0	0	0	
@06B9 [1721]	0	0	0	0	0000	0BB8	1	0	0	0	0	0	0	0	0	0	
