场景号	地图号	进入脚本	传送脚本
#0031 [049]	58	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0321 [801]	0	528	1656	0	376B	0000	1	5	0	0	0	0	0	0	0	0	
@0322 [802]	0	672	480	0	3727	0000	1	6	0	0	0	0	0	0	0	0	
@0323 [803]	0	1632	704	0	371F	0000	1	5	0	0	0	0	0	0	0	0	
@0324 [804]	0	896	1168	0	372F	0000	1	5	0	0	0	0	0	0	0	0	
@0325 [805]	0	624	1304	0	3733	0000	1	5	0	0	0	0	0	0	0	0	
@0326 [806]	0	1072	1256	0	3737	0000	1	5	0	0	0	0	0	0	0	0	
@0327 [807]	0	800	1392	0	373B	0000	1	5	0	0	0	0	0	0	0	0	
@0328 [808]	0	1280	1408	0	373F	0000	1	5	0	0	0	0	0	0	0	0	
@0329 [809]	0	1024	1536	0	3743	0000	1	5	0	0	0	0	0	0	0	0	
@032A [810]	0	752	1448	0	376F	3774	2	2	150	3	0	0	0	0	0	0	
@032B [811]	0	816	1464	0	378B	0000	2	2	151	3	1	0	0	0	0	0	
@032C [812]	0	1088	1296	0	0000	000B	2	2	51	1	0	0	0	0	0	0	
@032D [813]	0	1072	1304	0	0000	0011	2	2	159	3	3	0	0	0	0	0	
@032E [814]	0	912	600	0	37C4	0000	2	2	250	0	0	0	0	0	0	0	
@032F [815]	0	896	608	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0330 [816]	0	928	592	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0331 [817]	0	1376	864	0	0000	37D1	2	2	79	4	1	0	0	0	0	0	
@0332 [818]	0	1408	848	0	0000	37D9	2	2	79	4	1	0	0	0	0	0	
@0333 [819]	0	1424	824	0	0000	000B	2	2	150	3	0	0	0	0	0	0	
@0334 [820]	0	224	1456	0	0000	0067	1	0	256	4	0	0	0	0	0	0	
@0335 [821]	0	208	1480	0	0000	00B1	1	0	257	4	0	0	0	0	0	0	
@0336 [822]	0	1056	1584	0	0000	028D	1	0	47	2	0	0	0	0	0	0	
@0337 [823]	0	1072	1608	0	0000	0265	2	0	44	0	0	0	0	0	0	0	
@0338 [824]	0	1104	1608	0	0000	0276	2	0	46	2	0	0	0	0	0	0	
@0339 [825]	0	1104	1576	0	0000	028D	1	0	47	2	0	0	0	0	0	0	
@033A [826]	0	1088	1552	0	0000	02B1	1	0	47	2	3	0	0	0	0	0	
@033B [827]	0	1136	1544	0	0000	0276	2	0	46	2	0	0	0	0	0	0	
@033C [828]	0	1136	1576	0	0000	0272	2	0	45	0	0	0	0	0	0	0	
@033D [829]	0	1152	1504	0	0000	02B1	1	0	47	2	3	0	0	0	0	0	
@033E [830]	0	928	832	0	3702	0000	1	5	0	0	0	0	0	0	0	0	
@033F [831]	0	256	1408	0	3813	0000	1	2	0	0	0	0	0	0	0	0	
@0340 [832]	0	1040	1624	1	0000	0365	1	0	373	3	2	0	0	0	0	0	
@0341 [833]	0	928	848	0	0000	0008	2	2	342	1	0	0	0	0	0	0	
@0342 [834]	0	880	840	0	0000	0011	2	2	117	1	0	0	0	0	0	0	
@0343 [835]	0	880	856	0	0000	0008	2	2	39	1	0	0	0	0	0	0	
@0344 [836]	0	928	864	0	0000	0008	2	2	125	1	0	0	0	0	0	0	
@0345 [837]	0	944	872	0	0000	000E	2	2	342	1	0	0	0	0	0	0	
@0346 [838]	0	944	888	0	0000	000E	2	2	127	1	0	0	0	0	0	0	
@0347 [839]	0	976	904	0	0000	000E	2	2	51	1	0	0	0	0	0	0	
@0348 [840]	0	864	832	0	0000	0011	2	2	51	1	0	0	0	0	0	0	
@0349 [841]	0	1456	728	9	0000	00EC	1	0	166	2	0	0	0	0	0	0	
@034A [842]	0	1504	816	9	0000	00EC	1	0	166	2	0	0	0	0	0	0	
@034B [843]	0	1584	728	9	0000	00EC	1	0	160	2	0	0	0	0	0	0	
