场景号	地图号	进入脚本	传送脚本
#0082 [130]	118	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0920 [2336]	0	688	1128	0	4EC4	0000	1	5	0	0	0	0	0	0	0	0	
@0921 [2337]	0	736	1008	0	4EC0	0000	1	5	0	0	0	0	0	0	0	0	
@0922 [2338]	0	960	1008	0	0000	0011	2	2	106	1	3	0	0	0	0	0	
@0923 [2339]	0	944	1016	0	0000	0008	2	2	323	1	2	0	0	0	0	0	
@0924 [2340]	0	896	1024	0	0000	0000	2	2	111	1	3	0	0	0	0	0	
@0925 [2341]	0	896	1040	0	0000	000B	2	2	325	1	0	0	0	0	0	0	
@0926 [2342]	0	880	1048	0	0000	0000	2	2	90	1	2	0	0	0	0	0	
@0927 [2343]	0	832	1104	0	0000	0002	2	2	402	0	0	0	0	0	0	0	
@0928 [2344]	0	864	1120	0	0000	0000	2	2	329	1	1	0	0	0	0	0	
@0929 [2345]	0	1040	1032	0	0000	0000	2	2	327	1	3	0	0	0	0	0	
@092A [2346]	0	1168	1016	0	0000	0000	2	2	323	1	0	0	0	0	0	0	
@092B [2347]	0	1136	1032	0	0000	0008	2	2	407	1	2	0	0	0	0	0	
@092C [2348]	0	1392	968	0	0000	0011	2	2	409	1	3	0	0	0	0	0	
@092D [2349]	0	1408	976	0	0000	0000	2	2	325	1	1	0	0	0	0	0	
@092E [2350]	0	864	1056	0	0000	0000	2	2	321	1	3	0	0	0	0	0	
@092F [2351]	0	1056	1088	0	0000	5408	2	2	439	0	0	0	0	0	0	0	
@0930 [2352]	0	1008	1112	0	0000	542C	2	2	439	0	0	0	0	0	0	0	
@0931 [2353]	0	960	1136	0	0000	5408	2	2	439	0	0	0	0	0	0	0	
@0932 [2354]	0	1104	1112	0	0000	542C	2	2	439	0	0	0	0	0	0	0	
@0933 [2355]	0	1056	1136	0	0000	5408	2	2	439	0	0	0	0	0	0	0	
@0934 [2356]	0	1008	1160	0	0000	542C	2	2	439	0	0	0	0	0	0	0	
