场景号	地图号	进入脚本	传送脚本
$0061 [097]	90	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#073F [1855]	0	352	528	0	4467	0000	1	5	0	0	0	0	0	0	0	0
#0740 [1856]	0	1296	456	0	446F	0000	1	5	0	0	0	0	0	0	0	0
#0741 [1857]	0	288	1280	0	4477	0000	1	5	0	0	0	0	0	0	0	0
#0742 [1858]	0	1392	376	0	4817	0000	2	2	105	3	0	0	0	0	0	0
#0743 [1859]	0	1360	376	3	0000	0000	1	0	380	0	0	0	0	0	0	0
#0744 [1860]	0	528	1160	0	4655	0008	0	2	19	3	2	0	0	0	0	0
#0745 [1861]	0	400	504	0	465E	0000	0	5	0	0	0	0	0	0	0	0
#0746 [1862]	0	496	472	0	0000	0000	0	0	7	3	3	0	0	0	0	0
#0747 [1863]	0	528	424	0	0000	0000	0	0	7	3	1	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
