场景号	地图号	进入脚本	传送脚本
#009C [156]	133	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0A38 [2616]	0	592	1832	0	68DE	0000	1	5	0	0	0	0	0	0	0	0	
@0A39 [2617]	0	560	728	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A3A [2618]	0	544	736	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A3B [2619]	0	544	704	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0A3C [2620]	0	560	696	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0A3D [2621]	0	688	680	0	695A	0000	1	4	271	0	0	0	0	0	0	0	
@0A3E [2622]	0	448	1024	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A3F [2623]	0	464	1016	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A40 [2624]	0	480	1008	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A41 [2625]	0	496	1000	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A42 [2626]	0	448	992	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0A43 [2627]	0	496	968	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0A44 [2628]	0	464	1096	0	6962	0000	1	4	271	0	0	0	0	0	0	0	
@0A45 [2629]	0	1520	504	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A46 [2630]	0	1536	496	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A47 [2631]	0	1552	488	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A48 [2632]	0	1568	480	-9	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0A49 [2633]	0	1520	472	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0A4A [2634]	0	1568	448	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0A4B [2635]	0	1552	296	0	696C	0000	1	4	271	0	0	0	0	0	0	0	
@0A4C [2636]	0	464	1496	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A4D [2637]	0	304	1512	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A4E [2638]	0	640	1264	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A4F [2639]	0	416	1248	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A50 [2640]	0	576	1120	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A51 [2641]	0	656	1592	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A52 [2642]	0	720	728	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
