场景号	地图号	进入脚本	传送脚本
$0083 [131]	118	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0935 [2357]	0	784	936	0	4EBC	0000	1	5	0	0	0	0	0	0	0	0
#0936 [2358]	0	256	768	0	4EFC	0000	1	5	0	0	0	0	0	0	0	0
#0937 [2359]	0	416	800	0	4F04	0000	1	5	0	0	0	0	0	0	0	0
#0938 [2360]	0	528	856	0	4F0C	0000	1	5	0	0	0	0	0	0	0	0
#0939 [2361]	0	688	856	0	4F14	0000	1	5	0	0	0	0	0	0	0	0
#093A [2362]	0	800	800	0	4F1C	0000	1	5	0	0	0	0	0	0	0	0
#093B [2363]	0	992	768	0	4F24	0000	1	5	0	0	0	0	0	0	0	0
#093C [2364]	0	1120	784	0	4F2C	0000	1	5	0	0	0	0	0	0	0	0
#093D [2365]	0	1264	760	0	4F34	0000	1	5	0	0	0	0	0	0	0	0
#093E [2366]	0	1424	792	0	4F3C	0000	1	5	0	0	0	0	0	0	0	0
#093F [2367]	0	1536	848	0	4F44	0000	1	5	0	0	0	0	0	0	0	0
#0940 [2368]	0	864	896	0	4F80	0000	2	2	314	3	3	0	0	0	0	0
#0941 [2369]	0	1504	864	0	55BE	506E	2	2	147	3	1	0	0	0	0	0
#0942 [2370]	0	256	768	0	5613	55E3	0	2	322	3	3	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
