场景号	地图号	进入脚本	传送脚本
$003D [061]	52	4211	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#04B0 [1200]	0	1280	1392	0	3F7A	0000	1	5	0	0	0	0	0	0	0	0
#04B1 [1201]	0	160	448	0	3F7E	0000	1	5	0	0	0	0	0	0	0	0
#04B2 [1202]	0	1280	800	0	3F62	0000	1	5	0	0	0	0	0	0	0	0
#04B3 [1203]	0	912	664	0	3F66	0000	1	5	0	0	0	0	0	0	0	0
#04B4 [1204]	0	528	520	0	3F6A	0000	1	5	0	0	0	0	0	0	0	0
#04B5 [1205]	0	0	0	0	0000	0BDC	1	0	0	0	0	0	0	0	0	0
#04B6 [1206]	0	1408	1056	0	9E95	9CCC	2	5	59	3	0	0	0	0	0	0
#04B7 [1207]	0	1120	752	0	9E97	9CCC	2	5	59	3	0	0	0	0	0	0
#04B8 [1208]	0	1136	680	0	9E9B	9CCC	2	5	59	3	0	0	0	0	0	0
#04B9 [1209]	0	1072	712	0	9E99	9CB9	2	5	474	4	0	0	0	0	0	0
#04BA [1210]	0	880	792	0	9EA1	9CCC	2	5	59	3	0	0	0	0	0	0
#04BB [1211]	0	1056	832	0	9E97	9CCC	2	5	59	3	0	0	0	0	0	0
#04BC [1212]	0	464	680	0	9EA5	9CCC	2	5	59	3	0	0	0	0	0	0
#04BD [1213]	0	80	472	0	9E95	9CCC	2	5	59	3	0	0	0	0	0	0
#04BE [1214]	0	192	560	0	9E95	9CCC	2	5	59	3	0	0	0	0	0	0
#04BF [1215]	0	960	496	0	07FB	0000	2	1	10	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
