场景号	地图号	进入脚本	传送脚本
$006F [111]	103	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0863 [2147]	0	1296	936	0	4DCC	0000	2	2	13	3	1	0	0	0	0	0
#0864 [2148]	0	1296	968	-9	0000	0206	1	0	196	0	0	0	0	0	0	0
#0865 [2149]	0	1232	968	1	0000	0000	0	0	197	0	0	0	0	0	0	0
#0866 [2150]	0	1136	904	0	0000	4E0C	0	0	81	3	2	0	0	0	0	0
#0867 [2151]	0	1120	912	0	0000	4E0F	0	0	401	3	2	0	0	0	0	0
#0868 [2152]	0	1104	920	0	0000	4E12	0	0	401	3	2	0	0	0	0	0
#0869 [2153]	0	864	896	0	6349	000B	2	2	134	1	0	0	0	0	0	0
#086A [2154]	0	896	912	0	6349	000B	2	2	134	1	0	0	0	0	0	0
#086B [2155]	0	928	928	0	634C	000B	2	2	134	1	0	0	0	0	0	0
#086C [2156]	0	848	936	0	634F	0008	2	2	134	1	2	0	0	0	0	0
#086D [2157]	0	880	952	0	6353	0008	2	2	134	1	2	0	0	0	0	0
#086E [2158]	0	864	912	0	6355	000E	2	2	267	3	1	0	0	0	0	0
#086F [2159]	0	848	920	0	6359	000E	2	2	267	3	1	0	0	0	0	0
#0870 [2160]	0	448	1392	0	4E88	0000	1	5	0	0	0	0	0	0	0	0
#0871 [2161]	0	1248	816	0	5453	0000	2	2	442	1	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
