场景号	地图号	进入脚本	传送脚本
$0024 [036]	51	0243	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0259 [601]	0	1136	472	0	2F21	0000	1	5	0	0	0	0	0	0	0	0
#025A [602]	0	1024	624	0	3260	0000	1	2	244	0	0	0	0	0	0	0
#025B [603]	0	1072	696	0	33BF	0000	0	8	246	0	0	0	0	0	0	0
#025C [604]	0	960	448	0	3292	0000	0	2	148	3	3	0	0	0	0	0
#025D [605]	0	1120	688	4	0000	001E	1	0	9	0	1	0	0	0	0	0
#025E [606]	0	800	480	4	0000	001C	1	0	9	0	1	0	0	0	0	0
#025F [607]	0	928	384	4	0000	001D	1	0	9	0	1	0	0	0	0	0
#0260 [608]	0	816	472	0	0000	0000	0	1	10	0	0	0	0	0	0	0
#0261 [609]	0	816	584	0	0B7C	0000	1	1	0	0	0	0	0	0	0	0
#0262 [610]	0	1248	672	0	0A14	0000	1	1	0	0	0	0	0	0	0	0
#0263 [611]	0	944	648	0	0B10	0000	1	1	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
