场景号	地图号	进入脚本	传送脚本
$0048 [072]	65	43BB	4262	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#05C1 [1473]	0	1616	1736	0	4262	0000	1	5	0	0	0	0	0	0	0	0
#05C2 [1474]	0	384	1328	0	4266	0000	1	5	0	0	0	0	0	0	0	0
#05C3 [1475]	0	1008	1576	0	9CE4	9CA4	2	5	473	2	0	0	0	0	0	0
#05C4 [1476]	0	1104	1432	0	9EFB	9CB3	2	5	548	3	0	0	0	0	0	0
#05C5 [1477]	0	928	1424	0	9EF3	9CB3	2	5	549	3	0	0	0	0	0	0
#05C6 [1478]	0	416	1200	0	9EF1	9CB3	2	5	549	3	0	0	0	0	0	0
#05C7 [1479]	0	256	1328	0	9CE7	9CA4	2	5	473	2	0	0	0	0	0	0
#05C8 [1480]	0	912	1320	0	071D	0000	2	1	10	0	0	0	0	0	0	0
#05C9 [1481]	0	688	1368	0	083D	0000	2	1	10	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
