场景号	地图号	进入脚本	传送脚本
#0030 [048]	46	3C9F	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0316 [790]	0	1824	1504	0	3767	0000	1	5	0	0	0	0	0	0	0	0	
@0317 [791]	0	416	1696	0	0000	0255	1	0	267	3	2	0	0	0	0	0	
@0318 [792]	0	400	1720	0	0000	0256	1	0	148	3	1	0	0	0	0	0	
@0319 [793]	0	384	1696	0	0000	0255	1	0	143	3	2	0	0	0	0	0	
@031A [794]	0	352	1728	0	0000	0255	1	0	139	3	1	0	0	0	0	0	
@031B [795]	0	336	1704	0	0000	0256	1	0	141	3	3	0	0	0	0	0	
@031C [796]	0	704	1424	0	392A	0247	2	3	35	0	0	0	0	0	0	0	
@031D [797]	0	768	992	0	39AD	0000	2	7	266	4	2	0	0	0	0	0	
@031E [798]	0	784	1016	0	39E8	39EE	0	1	268	0	0	0	0	0	0	0	
@031F [799]	0	1584	1512	0	3AD2	0000	0	2	343	1	1	0	0	0	0	0	
@0320 [800]	0	720	1784	0	0AA4	0000	1	1	0	0	0	0	0	0	0	0	
