场景号	地图号	进入脚本	传送脚本
$0060 [096]	89	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0733 [1843]	0	720	680	0	4419	0000	1	5	0	0	0	0	0	0	0	0
#0734 [1844]	0	1504	704	0	441D	0000	1	5	0	0	0	0	0	0	0	0
#0735 [1845]	0	496	1096	0	4421	0000	1	5	0	0	0	0	0	0	0	0
#0736 [1846]	0	1184	1024	0	4425	0000	1	5	0	0	0	0	0	0	0	0
#0737 [1847]	0	624	1032	0	45A5	0353	2	2	368	0	0	0	0	0	0	0
#0738 [1848]	0	656	568	0	4C11	0000	1	3	90	1	0	0	0	0	0	0
#0739 [1849]	0	704	624	0	4C03	0000	2	2	98	1	1	0	0	0	0	0
#073A [1850]	0	1280	592	0	4C16	0000	2	3	355	3	3	0	0	0	0	0
#073B [1851]	0	496	632	0	0000	0000	2	2	104	1	2	0	0	0	0	0
#073C [1852]	0	528	616	0	0000	0000	2	2	102	1	0	0	0	0	0	0
#073D [1853]	0	1264	632	0	0000	0000	2	2	111	1	0	0	0	0	0	0
#073E [1854]	0	1264	920	362	0000	0002	1	0	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
