场景号	地图号	进入脚本	传送脚本
#0013 [019]	9	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@010C [268]	0	224	1120	0	2587	0000	1	5	0	0	0	0	0	0	0	0	
@010D [269]	0	1088	592	0	2108	0000	1	6	0	0	0	0	0	0	0	0	
@010E [270]	0	1072	568	0	0000	0000	1	0	87	0	0	0	0	0	0	0	
@010F [271]	0	864	800	0	220A	0000	2	7	3	3	1	0	0	0	0	0	
@0110 [272]	0	848	776	0	0000	0000	1	0	67	0	0	0	0	0	0	0	
@0111 [273]	0	944	824	0	0000	0000	1	0	67	0	0	0	0	0	0	0	
@0112 [274]	0	800	608	0	0000	036B	2	2	224	0	0	0	0	0	0	0	
@0113 [275]	0	1520	392	0	0000	0000	1	0	86	0	0	0	0	0	0	0	
@0114 [276]	0	1504	384	0	21C0	0000	1	2	0	0	0	0	0	0	0	0	
@0115 [277]	0	1488	392	1	0000	0000	0	1	367	0	0	0	0	0	0	0	
@0116 [278]	0	1440	384	0	0000	0011	0	2	223	1	0	0	0	0	0	0	
@0117 [279]	0	1408	400	0	0000	0011	0	2	223	1	0	0	0	0	0	0	
@0118 [280]	0	1376	416	0	0000	0011	0	2	223	1	0	0	0	0	0	0	
@0119 [281]	0	1456	440	0	0000	000E	0	2	223	1	0	0	0	0	0	0	
@011A [282]	0	1488	424	0	0000	000E	0	2	223	1	0	0	0	0	0	0	
@011B [283]	0	1520	408	0	0000	000E	0	2	223	1	0	0	0	0	0	0	
@011C [284]	0	1424	376	0	0000	0000	0	0	222	0	0	2	0	0	0	0	
@011D [285]	0	1472	368	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@011E [286]	0	1456	360	0	21C2	0000	0	2	0	0	0	0	0	0	0	0	
@011F [287]	0	1472	352	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0120 [288]	0	1488	360	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0121 [289]	0	1472	304	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@0122 [290]	0	1456	296	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0123 [291]	0	1472	288	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0124 [292]	0	1488	296	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0125 [293]	0	1408	272	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@0126 [294]	0	1392	264	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0127 [295]	0	1408	256	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0128 [296]	0	1424	264	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0129 [297]	0	1344	240	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@012A [298]	0	1328	232	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@012B [299]	0	1344	224	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@012C [300]	0	1360	232	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@012D [301]	0	1280	208	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@012E [302]	0	1264	200	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@012F [303]	0	1280	192	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0130 [304]	0	1296	200	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0131 [305]	0	1248	256	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@0132 [306]	0	1232	248	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0133 [307]	0	1248	240	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0134 [308]	0	1264	248	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0135 [309]	0	1184	208	0	0000	0000	0	0	86	0	0	0	0	0	0	0	
@0136 [310]	0	1168	200	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0137 [311]	0	1184	192	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
@0138 [312]	0	1200	200	0	0000	0000	0	0	0	0	0	0	0	0	0	0	
