场景号	地图号	进入脚本	传送脚本
#00D9 [217]	216	0000	8882	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0F4D [3917]	0	880	968	0	883E	0000	1	1	0	0	0	0	0	0	0	0	
@0F4E [3918]	0	1568	1248	0	8846	0000	1	1	0	0	0	0	0	0	0	0	
@0F4F [3919]	0	1072	232	0	884E	0000	1	5	0	0	0	0	0	0	0	0	
@0F50 [3920]	0	864	1264	0	8852	0000	1	5	0	0	0	0	0	0	0	0	
@0F51 [3921]	0	416	1584	0	885A	0000	1	5	0	0	0	0	0	0	0	0	
@0F52 [3922]	0	944	1784	0	8876	0000	1	5	0	0	0	0	0	0	0	0	
@0F53 [3923]	0	816	952	0	9F45	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F54 [3924]	0	944	952	0	A0A1	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F55 [3925]	0	1296	1160	0	A0C7	9CB3	1	5	472	2	0	0	0	0	0	0	
@0F56 [3926]	0	1216	1280	0	9F49	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F57 [3927]	0	1104	1448	0	9D55	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F58 [3928]	0	976	1560	0	A0B5	9CB3	1	5	472	2	0	0	0	0	0	0	
@0F59 [3929]	0	720	1688	0	9E91	9CB3	1	5	472	2	0	0	0	0	0	0	
@0F5A [3930]	0	480	1616	0	A0AB	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F5B [3931]	0	512	1584	0	9F49	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F5C [3932]	0	336	1560	0	9E7D	9CAA	1	5	11	0	0	0	0	0	0	0	
@0F5D [3933]	0	1184	1664	0	9D55	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F5E [3934]	0	1504	1648	0	9E93	9CB3	1	5	472	2	0	0	0	0	0	0	
@0F5F [3935]	0	1616	1624	0	A0A9	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F60 [3936]	0	1552	1288	0	9FCF	9CAA	1	5	11	0	0	0	0	0	0	0	
@0F61 [3937]	0	1680	1272	0	A0CF	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F62 [3938]	0	976	1832	0	9E93	9CB3	1	5	472	2	0	0	0	0	0	0	
@0F63 [3939]	0	1008	1784	0	9D55	9CC9	1	5	488	2	0	0	0	0	0	0	
@0F64 [3940]	0	1664	1632	0	9E91	9CB3	1	5	472	2	0	0	0	0	0	0	
@0F65 [3941]	0	1552	1672	0	A0C7	9CB3	1	5	472	2	0	0	0	0	0	0	
