场景号	地图号	进入脚本	传送脚本
#0120 [288]	208	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@1406 [5126]	0	1808	1704	0	0F26	0000	1	5	0	0	0	0	0	0	0	0	
@1407 [5127]	0	304	376	0	0F32	0000	1	5	0	0	0	0	0	0	0	0	
@1408 [5128]	0	1376	1568	0	A05B	9CB3	2	5	492	3	0	0	0	0	0	0	
@1409 [5129]	0	1728	1568	0	A069	9CB3	2	5	548	3	0	0	0	0	0	0	
@140A [5130]	0	1056	1312	0	A02D	9CB3	2	5	548	3	0	0	0	0	0	0	
@140B [5131]	0	1344	1328	0	9FFD	9CB3	2	5	549	3	0	0	0	0	0	0	
@140C [5132]	0	1664	1248	0	A049	9CB3	2	5	492	3	0	0	0	0	0	0	
@140D [5133]	0	1360	936	0	A083	9CB3	2	5	492	3	0	0	0	0	0	0	
@140E [5134]	0	1024	1216	0	A049	9CB3	2	5	492	3	0	0	0	0	0	0	
@140F [5135]	0	864	1264	0	A039	9CB3	2	5	549	3	0	0	0	0	0	0	
@1410 [5136]	0	1056	1024	0	A055	9CB3	2	5	492	3	0	0	0	0	0	0	
@1411 [5137]	0	976	952	0	A063	9CB3	2	5	548	3	0	0	0	0	0	0	
@1412 [5138]	0	240	1320	0	9FFD	9CB3	2	5	548	3	0	0	0	0	0	0	
@1413 [5139]	0	608	960	0	A03F	9CB3	2	5	549	3	0	0	0	0	0	0	
@1414 [5140]	0	672	864	0	A067	9CB3	2	5	549	3	0	0	0	0	0	0	
@1415 [5141]	0	528	1000	0	A061	9CB3	2	5	492	3	0	0	0	0	0	0	
@1416 [5142]	0	944	776	0	A069	9CB3	2	5	548	3	0	0	0	0	0	0	
@1417 [5143]	0	768	672	0	A05B	9CB3	2	5	548	3	0	0	0	0	0	0	
@1418 [5144]	0	1056	832	0	A055	9CB3	2	5	492	3	0	0	0	0	0	0	
@1419 [5145]	0	1312	656	0	A067	9CB3	2	5	549	3	0	0	0	0	0	0	
@141A [5146]	0	320	448	0	A039	9CB3	2	5	548	3	0	0	0	0	0	0	
@141B [5147]	0	512	400	0	A069	9CB3	2	5	548	3	0	0	0	0	0	0	
@141C [5148]	0	368	504	0	A063	9CB3	2	5	549	3	0	0	0	0	0	0	
@141D [5149]	0	1856	1232	10	A05D	9CAA	2	5	11	0	0	0	0	0	0	0	
@141E [5150]	0	1264	472	10	A05D	9CAA	2	5	11	0	0	0	0	0	0	0	
@141F [5151]	0	1776	1544	6	0000	0005	1	0	619	0	0	5	0	0	0	0	
@1420 [5152]	0	1520	1672	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1421 [5153]	0	1568	1440	6	0000	0005	1	0	619	0	0	2	0	0	0	0	
@1422 [5154]	0	1312	1568	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1423 [5155]	0	1568	1088	6	0000	0005	1	0	619	0	0	6	0	0	0	0	
@1424 [5156]	0	1776	1192	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1425 [5157]	0	688	1256	6	0000	0005	1	0	619	0	0	4	0	0	0	0	
@1426 [5158]	0	960	1120	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1427 [5159]	0	512	832	6	0000	0005	1	0	619	0	0	5	0	0	0	0	
@1428 [5160]	0	336	504	6	0000	0005	1	0	619	0	0	0	0	0	0	0	
@1429 [5161]	0	544	1616	0	08E5	0000	2	1	10	0	0	0	0	0	0	0	
@142A [5162]	0	672	1552	0	08EB	0000	2	1	10	0	0	0	0	0	0	0	
@142B [5163]	0	304	1336	0	08F1	0000	2	1	10	0	0	0	0	0	0	0	
@142C [5164]	0	1600	1488	0	08F7	0000	2	1	10	0	0	0	0	0	0	0	
@142D [5165]	0	1744	1560	0	08FD	0000	2	1	10	0	0	0	0	0	0	0	
@142E [5166]	0	1136	936	0	0903	0000	2	1	10	0	0	0	0	0	0	0	
@142F [5167]	0	992	992	0	0909	0000	2	1	10	0	0	0	0	0	0	0	
@1430 [5168]	0	1632	656	0	0915	0000	2	1	10	0	0	0	0	0	0	0	
@1431 [5169]	0	1152	464	0	091B	0000	2	1	10	0	0	0	0	0	0	0	
@1432 [5170]	0	544	880	0	0921	0000	2	1	10	0	0	0	0	0	0	0	
@1433 [5171]	0	672	944	0	0939	0000	2	1	10	0	0	0	0	0	0	0	
@1434 [5172]	0	608	1584	0	093F	0000	2	1	10	0	0	0	0	0	0	0	
