场景号	地图号	进入脚本	传送脚本
$0020 [032]	31	3485	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0222 [546]	0	1472	912	0	2F01	0000	1	5	0	0	0	0	0	0	0	0
#0223 [547]	0	672	512	0	2F05	0000	1	6	0	0	0	0	0	0	0	0
#0224 [548]	0	1088	688	0	0000	310B	2	0	240	0	0	0	0	0	0	0
#0225 [549]	0	1088	688	0	0000	0000	0	0	7	3	3	0	0	0	0	0
#0226 [550]	0	1120	704	9	0000	0000	2	0	241	0	0	0	0	0	0	0
#0227 [551]	0	1200	760	0	2F4F	0000	2	5	405	3	1	0	0	0	0	0
#0228 [552]	0	1008	648	5	0000	0000	2	0	247	1	3	0	0	0	0	0
#0229 [553]	0	848	600	0	0000	0011	2	2	125	1	3	0	0	0	0	0
#022A [554]	0	832	608	0	0000	0011	2	2	142	1	3	0	0	0	0	0
#022B [555]	0	864	592	0	0000	0011	2	2	140	1	3	0	0	0	0	0
#022C [556]	0	800	624	0	0000	0011	2	2	142	1	3	0	0	0	0	0
#022D [557]	0	896	576	0	0000	0011	2	2	140	1	3	0	0	0	0	0
#022E [558]	0	1248	720	0	0000	000E	2	2	90	1	1	0	0	0	0	0
#022F [559]	0	1216	736	0	0000	000E	2	2	102	1	1	0	0	0	0	0
#0230 [560]	0	1216	752	0	0000	0000	2	2	51	1	1	0	0	0	0	0
#0231 [561]	0	1136	776	0	0000	000E	2	2	125	1	1	0	0	0	0	0
#0232 [562]	0	1136	792	0	0000	000E	2	2	342	1	1	0	0	0	0	0
#0233 [563]	0	1104	792	0	0000	000E	2	2	113	1	1	0	0	0	0	0
#0234 [564]	0	1088	800	0	0000	000E	2	2	104	1	1	0	0	0	0	0
#0235 [565]	0	1072	824	0	0000	000E	2	2	51	1	1	0	0	0	0	0
#0236 [566]	0	1120	800	0	0000	000E	2	2	142	1	1	0	0	0	0	0
#0237 [567]	0	1232	760	0	0000	0000	2	2	342	1	1	0	0	0	0	0
#0238 [568]	0	1152	800	0	0000	000E	2	2	102	1	1	0	0	0	0	0
#0239 [569]	0	1280	752	0	0000	000E	2	2	140	1	1	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
