场景号	地图号	进入脚本	传送脚本
$010D [269]	167	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#131D [4893]	0	496	456	0	94ED	0000	1	5	0	0	0	0	0	0	0	0
#131E [4894]	0	1184	768	0	9519	0000	1	5	0	0	0	0	0	0	0	0
#131F [4895]	0	928	544	0	9521	0000	1	5	0	0	0	0	0	0	0	0
#1320 [4896]	0	768	960	0	9529	0000	1	5	0	0	0	0	0	0	0	0
#1321 [4897]	0	640	688	0	9531	0000	1	5	0	0	0	0	0	0	0	0
#1322 [4898]	0	928	784	0	9539	0000	1	5	0	0	0	0	0	0	0	0
#1323 [4899]	0	704	496	0	0000	0000	2	0	579	0	0	2	0	0	0	0
#1324 [4900]	0	672	544	0	0000	0000	2	0	577	0	0	3	0	0	0	0
#1325 [4901]	0	480	784	0	0000	0000	2	0	579	0	0	4	0	0	0	0
#1326 [4902]	0	576	816	0	0000	0000	2	0	577	0	0	5	0	0	0	0
#1327 [4903]	0	1104	904	0	0000	0000	2	0	581	0	0	0	0	0	0	0
#1328 [4904]	0	1152	784	0	0000	0000	2	0	581	0	0	3	0	0	0	0
#1329 [4905]	0	960	960	0	0000	0000	2	0	581	0	0	5	0	0	0	0
#132A [4906]	0	1088	800	0	A089	9CB6	1	6	548	3	0	0	0	0	0	0
#132B [4907]	0	1056	944	0	9FFB	9CB6	1	6	548	3	0	0	0	0	0	0
#132C [4908]	0	1232	936	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#132D [4909]	0	704	1040	0	A085	9CB6	1	6	548	3	0	0	0	0	0	0
#132E [4910]	0	640	912	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#132F [4911]	0	624	696	0	9FFD	9CB6	1	6	548	3	0	0	0	0	0	0
#1330 [4912]	0	848	664	0	A087	9CB6	1	6	548	3	0	0	0	0	0	0
#1331 [4913]	0	1664	1168	0	9FF9	9CB6	1	6	548	3	0	0	0	0	0	0
#1332 [4914]	0	1072	536	0	9EED	9CB6	1	6	548	3	0	0	0	0	0	0
#1333 [4915]	0	1152	624	0	9FFD	9CB6	1	6	548	3	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
