场景号	地图号	进入脚本	传送脚本
$010B [267]	170	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#1304 [4868]	0	1520	1608	0	94F9	0000	1	5	0	0	0	0	0	0	0	0
#1305 [4869]	0	1136	1192	0	958D	0000	1	5	0	0	0	0	0	0	0	0
#1306 [4870]	0	864	1280	0	9595	0000	1	5	0	0	0	0	0	0	0	0
#1307 [4871]	0	928	1200	0	9598	0000	1	5	0	0	0	0	0	0	0	0
#1308 [4872]	0	1168	1256	0	0000	0000	2	0	546	0	0	0	0	0	0	0
#1309 [4873]	0	1312	1248	0	0000	0000	2	0	429	0	0	0	0	0	0	0
#130A [4874]	0	1024	1408	0	0000	0000	2	0	547	0	0	0	0	0	0	0
#130B [4875]	0	912	1384	0	0000	0000	2	0	430	0	0	0	0	0	0	0
#130C [4876]	0	784	1352	0	0000	0000	2	0	579	0	0	1	0	0	0	0
#130D [4877]	0	800	1296	0	0000	0000	2	0	577	0	0	2	0	0	0	0
#130E [4878]	0	1232	1448	0	A085	9CB6	1	6	548	3	0	0	0	0	0	0
#130F [4879]	0	1280	1360	0	A003	9CB6	1	6	548	3	0	0	0	0	0	0
#1310 [4880]	0	1088	1376	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#1311 [4881]	0	1168	1304	0	9FFF	9CB6	1	6	548	3	0	0	0	0	0	0
#1312 [4882]	0	976	1336	0	A087	9CB6	1	6	548	3	0	0	0	0	0	0
#1313 [4883]	0	1024	1152	0	9FFD	9CB6	1	6	548	3	0	0	0	0	0	0
#1314 [4884]	0	1024	1072	0	9FFB	9CB6	1	6	548	3	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
