场景号	地图号	进入脚本	传送脚本
$0075 [117]	109	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#08B3 [2227]	0	576	1664	0	65CA	0000	1	5	0	0	0	0	0	0	0	0
#08B4 [2228]	0	160	1920	0	4E20	0000	1	5	0	0	0	0	0	0	0	0
#08B5 [2229]	0	416	1744	0	0000	0000	0	0	353	3	2	0	0	0	0	0
#08B6 [2230]	0	224	1824	0	0000	5A6C	0	0	7	3	2	0	0	0	0	0
#08B7 [2231]	0	480	1632	0	0000	5A6E	0	0	23	3	0	0	0	0	0	0
#08B8 [2232]	0	528	1688	-2	62D4	0000	2	5	458	0	0	0	0	0	0	0
#08B9 [2233]	0	512	1680	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#08BA [2234]	0	544	1696	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#08BB [2235]	0	528	1688	-2	0000	0000	0	0	458	0	0	1	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
