场景号	地图号	进入脚本	传送脚本
#0054 [084]	92	4764	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0671 [1649]	0	176	360	0	43E6	0000	1	5	0	0	0	0	0	0	0	0	
@0672 [1650]	0	224	1360	0	43EA	0000	1	6	0	0	0	0	0	0	0	0	
@0673 [1651]	0	368	360	0	4406	0000	1	5	0	0	0	0	0	0	0	0	
@0674 [1652]	0	560	904	0	440A	0000	1	5	0	0	0	0	0	0	0	0	
@0675 [1653]	0	1744	984	0	4415	0000	1	5	0	0	0	0	0	0	0	0	
@0676 [1654]	0	1152	432	0	4457	0000	1	5	0	0	0	0	0	0	0	0	
@0677 [1655]	0	1568	704	0	43C7	0000	1	5	0	0	0	0	0	0	0	0	
@0678 [1656]	0	608	432	0	44B3	0000	1	5	0	0	0	0	0	0	0	0	
@0679 [1657]	0	784	456	0	44BB	0000	1	5	0	0	0	0	0	0	0	0	
@067A [1658]	0	1824	384	0	4D9C	0000	1	5	0	0	0	0	0	0	0	0	
@067B [1659]	0	1392	952	0	4CE1	000B	2	2	97	3	0	0	0	0	0	0	
@067C [1660]	0	1376	960	0	4CE4	0000	2	2	137	1	1	0	0	0	0	0	
@067D [1661]	0	1664	992	0	4CE7	4570	2	2	97	3	3	0	0	0	0	0	
@067E [1662]	0	1616	1000	0	4CE7	0011	2	2	137	1	3	0	0	0	0	0	
@067F [1663]	0	1696	1040	0	4CE7	000E	2	2	137	1	1	0	0	0	0	0	
@0680 [1664]	0	960	1312	0	4CB7	457D	2	2	97	3	1	0	0	0	0	0	
@0681 [1665]	0	896	1264	0	4CBB	000B	2	2	137	1	0	0	0	0	0	0	
@0682 [1666]	0	1072	1352	0	4CC0	000B	2	2	137	1	0	0	0	0	0	0	
@0683 [1667]	0	496	904	0	48B8	000B	2	2	137	1	0	0	0	0	0	0	
@0684 [1668]	0	576	944	0	48B8	000B	2	2	137	1	0	0	0	0	0	0	
@0685 [1669]	0	576	304	0	4BEF	0000	0	2	97	3	1	0	0	0	0	0	
@0686 [1670]	0	560	248	0	0000	0000	0	0	137	1	0	0	0	0	0	0	
@0687 [1671]	0	592	264	0	0000	0000	0	0	137	1	0	0	0	0	0	0	
@0688 [1672]	0	608	304	0	0000	0000	0	0	137	1	1	0	0	0	0	0	
@0689 [1673]	0	528	312	0	0000	0000	0	0	137	1	2	0	0	0	0	0	
@068A [1674]	0	496	296	0	4BEF	0000	0	2	137	1	2	0	0	0	0	0	
@068B [1675]	0	1296	648	0	4CD5	000B	2	2	97	3	0	0	0	0	0	0	
@068C [1676]	0	1280	640	0	4CDA	0011	2	2	137	1	3	0	0	0	0	0	
@068D [1677]	0	1312	656	0	4CDE	000E	2	2	137	1	1	0	0	0	0	0	
@068E [1678]	0	432	1144	0	0000	0000	2	2	163	1	3	0	0	0	0	0	
@068F [1679]	0	448	1152	0	0000	0008	2	2	125	1	2	0	0	0	0	0	
@0690 [1680]	0	480	1168	0	0000	0008	2	2	167	1	2	0	0	0	0	0	
@0691 [1681]	0	496	1208	0	0000	4CC5	2	2	313	3	2	0	0	0	0	0	
@0692 [1682]	0	528	1192	0	0000	4CC5	2	2	158	3	0	0	0	0	0	0	
@0693 [1683]	0	704	464	0	0000	000E	0	2	323	1	1	0	0	0	0	0	
@0694 [1684]	0	672	448	0	0000	0011	0	2	313	3	3	0	0	0	0	0	
@0695 [1685]	0	528	280	0	4599	0000	0	2	0	0	0	0	0	0	0	0	
@0696 [1686]	0	704	704	0	0000	0000	1	0	231	0	0	0	0	0	0	0	
@0697 [1687]	0	480	1136	0	0000	0000	1	2	0	0	0	0	0	0	0	0	
@0698 [1688]	0	240	1000	0	0000	0000	1	2	0	0	0	0	0	0	0	0	
@0699 [1689]	0	1472	1488	0	0000	0000	1	2	0	0	0	0	0	0	0	0	
@069A [1690]	0	1152	448	11	0000	0000	0	0	7	3	3	0	0	0	0	0	
@069B [1691]	0	928	544	0	4BB8	0011	0	2	137	1	3	0	0	0	0	0	
@069C [1692]	0	960	560	0	4BB8	000E	0	2	137	1	1	0	0	0	0	0	
@069D [1693]	0	944	552	0	4BB8	0011	0	2	97	3	0	0	0	0	0	0	
