场景号	地图号	进入脚本	传送脚本
$0104 [260]	163	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#125F [4703]	0	272	1768	0	94E9	0000	1	6	0	0	0	0	0	0	0	0
#1260 [4704]	0	1568	1728	0	94F1	0000	1	5	0	0	0	0	0	0	0	0
#1261 [4705]	0	464	280	0	94F5	0000	1	5	0	0	0	0	0	0	0	0
#1262 [4706]	0	512	912	0	94FD	0000	1	6	0	0	0	0	0	0	0	0
#1263 [4707]	0	560	1784	0	953D	0000	1	5	0	0	0	0	0	0	0	0
#1264 [4708]	0	1648	1480	0	9545	0000	1	5	0	0	0	0	0	0	0	0
#1265 [4709]	0	976	1560	0	954D	0000	1	5	0	0	0	0	0	0	0	0
#1266 [4710]	0	256	1664	0	9555	0000	1	5	0	0	0	0	0	0	0	0
#1267 [4711]	0	1584	1192	0	955D	0000	1	5	0	0	0	0	0	0	0	0
#1268 [4712]	0	400	1304	0	9565	0000	1	5	0	0	0	0	0	0	0	0
#1269 [4713]	0	528	1400	0	956D	0000	1	5	0	0	0	0	0	0	0	0
#126A [4714]	0	736	1280	0	9575	0000	1	5	0	0	0	0	0	0	0	0
#126B [4715]	0	1712	824	0	9581	0000	1	6	0	0	0	0	0	0	0	0
#126C [4716]	0	240	1720	10	0000	0449	1	0	593	0	0	0	0	0	0	0
#126D [4717]	0	288	1744	10	0000	0449	1	0	597	0	0	0	0	0	0	0
#126E [4718]	0	496	1608	0	0EA1	043B	2	6	567	0	0	0	0	0	0	0
#126F [4719]	0	448	1632	0	0EA1	0449	2	6	598	0	0	0	0	0	0	0
#1270 [4720]	0	928	1904	0	0EA5	043B	2	6	567	0	0	0	0	0	0	0
#1271 [4721]	0	864	1920	0	0EA5	043B	2	6	600	0	0	0	0	0	0	0
#1272 [4722]	0	1040	1736	0	0EA9	0449	2	6	593	0	0	0	0	0	0	0
#1273 [4723]	0	1088	1760	0	0EA9	043B	2	6	599	0	0	0	0	0	0	0
#1274 [4724]	0	1584	1400	0	0EAD	043B	2	6	567	0	0	0	0	0	0	0
#1275 [4725]	0	1520	1416	0	0EAD	043B	2	6	600	0	0	0	0	0	0	0
#1276 [4726]	0	1712	1208	0	0EB1	043B	2	6	566	0	0	0	0	0	0	0
#1277 [4727]	0	1760	1232	0	0EB1	0449	2	6	597	0	0	0	0	0	0	0
#1278 [4728]	0	1680	1208	0	0EB5	043B	2	6	567	0	0	0	0	0	0	0
#1279 [4729]	0	1616	1224	0	0EB5	043B	2	6	600	0	0	0	0	0	0	0
#127A [4730]	0	256	816	0	0EB9	043B	2	6	566	0	0	0	0	0	0	0
#127B [4731]	0	320	832	0	0EB9	043B	2	6	599	0	0	0	0	0	0	0
#127C [4732]	0	672	448	0	0EBD	0449	2	6	594	0	0	0	0	0	0	0
#127D [4733]	0	624	472	0	0EBD	0449	2	6	598	0	0	0	0	0	0	0
#127E [4734]	0	512	304	0	0EC1	0449	2	6	593	0	0	0	0	0	0	0
#127F [4735]	0	560	328	0	0EC1	0449	2	6	597	0	0	0	0	0	0	0
#1280 [4736]	0	496	1608	0	0ED2	0000	0	2	443	3	0	0	0	0	0	0
#1281 [4737]	0	448	1632	0	0EC5	0000	0	1	546	0	0	0	0	0	0	0
#1282 [4738]	0	928	1904	0	0ED2	0000	0	2	443	3	0	0	0	0	0	0
#1283 [4739]	0	864	1920	0	0EC5	0000	0	1	546	0	0	0	0	0	0	0
#1284 [4740]	0	1040	1736	0	0ED2	0000	0	2	443	3	3	0	0	0	0	0
#1285 [4741]	0	1088	1760	0	0EC5	0000	0	1	546	0	0	1	0	0	0	0
#1286 [4742]	0	1584	1400	0	0ED2	0000	0	2	443	3	0	0	0	0	0	0
#1287 [4743]	0	1520	1416	0	0EC5	0000	0	1	546	0	0	0	0	0	0	0
#1288 [4744]	0	1712	1208	0	0ED2	0000	0	2	443	3	3	0	0	0	0	0
#1289 [4745]	0	1760	1232	0	0EC5	0000	0	1	546	0	0	1	0	0	0	0
#128A [4746]	0	1680	1208	0	0ED2	0000	0	2	443	3	0	0	0	0	0	0
#128B [4747]	0	1616	1224	0	0EC5	0000	0	1	546	0	0	0	0	0	0	0
#128C [4748]	0	256	816	0	0ED2	0000	0	2	443	3	3	0	0	0	0	0
#128D [4749]	0	320	832	0	0EC5	0000	0	1	546	0	0	0	0	0	0	0
#128E [4750]	0	672	448	0	0ED2	0000	0	2	443	3	0	0	0	0	0	0
#128F [4751]	0	624	472	0	0EC5	0000	0	1	546	0	0	1	0	0	0	0
#1290 [4752]	0	512	304	0	0ED2	0000	0	2	443	3	3	0	0	0	0	0
#1291 [4753]	0	560	328	0	0EC5	0000	0	1	546	0	0	1	0	0	0	0
#1292 [4754]	0	288	1616	0	9EED	9CB6	1	6	548	3	0	0	0	0	0	0
#1293 [4755]	0	640	1648	0	A085	9CB6	1	6	548	3	0	0	0	0	0	0
#1294 [4756]	0	1312	1728	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#1295 [4757]	0	1552	1464	0	A087	9CB6	1	6	548	3	0	0	0	0	0	0
#1296 [4758]	0	1680	1480	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#1297 [4759]	0	1392	1352	0	A003	9CB6	1	6	548	3	0	0	0	0	0	0
#1298 [4760]	0	1776	1192	0	9FF9	9CB6	1	6	548	3	0	0	0	0	0	0
#1299 [4761]	0	1664	1168	0	9FF7	9CB6	1	6	548	3	0	0	0	0	0	0
#129A [4762]	0	1712	1240	0	9EED	9CB6	1	6	548	3	0	0	0	0	0	0
#129B [4763]	0	1584	936	0	A087	9CB6	1	6	548	3	0	0	0	0	0	0
#129C [4764]	0	1056	1536	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#129D [4765]	0	960	1632	0	9FFD	9CB6	1	6	548	3	0	0	0	0	0	0
#129E [4766]	0	560	1320	0	A089	9CB6	1	6	548	3	0	0	0	0	0	0
#129F [4767]	0	800	1296	0	9FFB	9CB6	1	6	548	3	0	0	0	0	0	0
#12A0 [4768]	0	512	1392	0	A085	9CB6	1	6	548	3	0	0	0	0	0	0
#12A1 [4769]	0	288	1008	0	9FFD	9CB6	1	6	548	3	0	0	0	0	0	0
#12A2 [4770]	0	400	1016	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#12A3 [4771]	0	288	960	0	9FFB	9CB6	1	6	548	3	0	0	0	0	0	0
#12A4 [4772]	0	288	656	0	A08B	9CB6	1	6	548	3	0	0	0	0	0	0
#12A5 [4773]	0	688	376	0	9EED	9CB6	1	6	548	3	0	0	0	0	0	0
