场景号	地图号	进入脚本	传送脚本
$0056 [086]	93	4764	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#06A4 [1700]	0	320	240	0	44AF	0000	1	5	0	0	0	0	0	0	0	0
#06A5 [1701]	0	1568	656	0	43C4	0000	1	5	0	0	0	0	0	0	0	0
#06A6 [1702]	0	1296	648	0	0000	000B	2	2	97	3	0	0	0	0	0	0
#06A7 [1703]	0	1280	640	0	0000	0011	2	2	137	1	3	0	0	0	0	0
#06A8 [1704]	0	1312	656	0	0000	000E	2	2	137	1	1	0	0	0	0	0
#06A9 [1705]	0	1296	280	0	4742	0000	0	7	350	3	0	0	0	0	0	0
#06AA [1706]	0	1312	272	0	4811	0000	0	1	380	0	0	0	0	0	0	0
#06AB [1707]	0	416	176	0	48C7	0000	0	6	7	3	1	0	0	0	0	0
#06AC [1708]	0	544	352	0	0000	4910	0	0	348	3	1	0	0	0	0	0
#06AD [1709]	0	512	288	0	0000	491E	0	0	349	3	2	0	0	0	0	0
#06AE [1710]	0	0	0	0	0000	0BB8	1	0	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
