场景号	地图号	进入脚本	传送脚本
$0023 [035]	15	0245	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0247 [583]	0	1584	808	0	2F11	0000	1	5	0	0	0	0	0	0	0	0
#0248 [584]	0	1312	688	0	0000	0067	1	0	1	4	0	0	0	0	0	0
#0249 [585]	0	1360	680	0	0000	00B1	1	0	52	4	0	0	0	0	0	0
#024A [586]	0	1296	664	0	0000	00B1	1	0	52	4	0	0	0	0	0	0
#024B [587]	0	1104	104	0	2F15	0000	1	5	0	0	0	0	0	0	0	0
#024C [588]	0	1360	232	0	2F19	0000	1	5	0	0	0	0	0	0	0	0
#024D [589]	0	1792	448	0	2F1D	0000	1	5	0	0	0	0	0	0	0	0
#024E [590]	0	464	872	0	2F31	0000	1	6	0	0	0	0	0	0	0	0
#024F [591]	0	1440	464	0	3296	0000	0	2	438	1	0	0	0	0	0	0
#0250 [592]	0	1104	120	0	34CE	348D	2	2	248	3	0	0	0	0	0	0
#0251 [593]	0	1504	480	0	32FC	000E	0	2	146	3	1	0	0	0	0	0
#0252 [594]	0	1472	496	0	32FC	000E	0	2	147	3	1	0	0	0	0	0
#0253 [595]	0	1488	776	0	32FF	0000	0	6	141	3	2	0	0	0	0	0
#0254 [596]	0	496	840	0	3482	0011	0	2	148	3	3	0	0	0	0	0
#0255 [597]	0	704	752	0	3375	0000	0	6	245	3	0	0	0	0	0	0
#0256 [598]	0	1280	784	0	3371	34AC	0	5	141	3	0	0	0	0	0	0
#0257 [599]	0	1440	768	0	3371	34B1	0	5	148	3	3	0	0	0	0	0
#0258 [600]	0	1536	704	0	3371	34B5	0	2	146	3	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
