场景号	地图号	进入脚本	传送脚本
$0032 [050]	58	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#034C [844]	0	768	944	0	3706	0000	1	5	0	0	0	0	0	0	0	0
#034D [845]	0	784	808	0	3C03	0011	2	2	90	1	3	0	0	0	0	0
#034E [846]	0	944	824	0	0000	000B	2	2	113	1	0	0	0	0	0	0
#034F [847]	0	992	848	0	0000	000B	2	2	113	1	0	0	0	0	0	0
#0350 [848]	0	752	824	0	3C31	0011	2	2	100	1	3	0	0	0	0	0
#0351 [849]	0	816	792	0	3C35	0011	2	2	117	1	3	0	0	0	0	0
#0352 [850]	0	960	864	0	0000	0008	2	2	315	1	2	0	0	0	0	0
#0353 [851]	0	944	872	0	0000	0008	2	2	125	1	2	0	0	0	0	0
#0354 [852]	0	944	888	0	0000	0008	2	2	106	1	2	0	0	0	0	0
#0355 [853]	0	912	888	0	0000	0008	2	2	127	1	2	0	0	0	0	0
#0356 [854]	0	880	904	0	0000	0008	2	2	307	3	2	0	0	0	0	0
#0357 [855]	0	864	912	0	0000	0008	2	2	342	1	2	0	0	0	0	0
#0358 [856]	0	832	928	0	0000	0008	2	2	142	1	2	0	0	0	0	0
#0359 [857]	0	800	944	0	0000	0008	2	2	129	1	2	0	0	0	0	0
#035A [858]	0	928	848	0	0000	0008	2	2	125	1	2	0	0	0	0	0
#035B [859]	0	896	864	0	0000	0008	2	2	127	1	2	0	0	0	0	0
#035C [860]	0	912	872	0	0000	000E	2	2	315	1	1	0	0	0	0	0
#035D [861]	0	608	816	0	0B16	0000	1	1	0	0	0	0	0	0	0	0
#035E [862]	0	656	840	0	0B7C	0000	1	1	0	0	0	0	0	0	0	0
#035F [863]	0	672	800	0	0A0E	0000	1	1	0	0	0	0	0	0	0	0
#0360 [864]	0	752	792	0	0B10	0000	1	1	0	0	0	0	0	0	0	0
#0361 [865]	0	864	672	0	0A5C	0000	1	1	0	0	0	0	0	0	0	0
#0362 [866]	0	896	960	0	0B52	0000	1	1	0	0	0	0	0	0	0	0
#0363 [867]	0	1280	768	0	0A14	0000	1	1	0	0	0	0	0	0	0	0
#0364 [868]	0	928	944	0	0A4A	0000	1	1	0	0	0	0	0	0	0	0
#0365 [869]	0	896	816	0	0A56	0000	1	1	0	0	0	0	0	0	0	0
#0366 [870]	0	1088	656	0	0B22	0000	1	1	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
