场景号	地图号	进入脚本	传送脚本
$0084 [132]	121	657E	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0943 [2371]	0	400	792	0	4F08	0000	1	5	0	0	0	0	0	0	0	0
#0944 [2372]	0	416	1152	0	4F10	0000	1	5	0	0	0	0	0	0	0	0
#0945 [2373]	0	624	1464	0	4F18	0000	1	5	0	0	0	0	0	0	0	0
#0946 [2374]	0	576	1840	0	4F20	0000	1	5	0	0	0	0	0	0	0	0
#0947 [2375]	0	1184	384	0	4F28	0000	1	5	0	0	0	0	0	0	0	0
#0948 [2376]	0	944	712	0	4F30	0000	1	5	0	0	0	0	0	0	0	0
#0949 [2377]	0	1152	1136	0	4F38	0000	1	5	0	0	0	0	0	0	0	0
#094A [2378]	0	1088	1472	0	4F40	0000	1	5	0	0	0	0	0	0	0	0
#094B [2379]	0	1056	1808	0	4F60	0000	1	5	0	0	0	0	0	0	0	0
#094C [2380]	0	528	1336	0	4F67	0000	2	2	416	0	0	0	0	0	0	0
#094D [2381]	0	560	1368	0	4F77	0011	2	2	90	1	3	0	0	0	0	0
#094E [2382]	0	496	680	0	4F79	0002	2	2	402	0	0	0	0	0	0	0
#094F [2383]	0	480	672	0	4F69	0000	2	2	327	1	3	0	0	0	0	0
#0950 [2384]	0	656	1752	0	4F69	0000	2	2	321	1	3	0	0	0	0	0
#0951 [2385]	0	624	1768	0	4F74	0008	2	2	408	1	1	0	0	0	0	0
#0952 [2386]	0	1168	664	0	4F69	0000	2	2	329	1	0	0	0	0	0	0
#0953 [2387]	0	1104	632	0	4F74	0002	2	2	402	0	0	0	0	0	0	0
#0954 [2388]	0	1216	1008	0	4FCB	0000	2	2	327	1	2	0	0	0	0	0
#0955 [2389]	0	1136	1768	0	4F6C	0000	2	2	318	3	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
