场景号	地图号	进入脚本	传送脚本
$00F5 [245]	208	0000	9085	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#11AA [4522]	0	912	1912	0	90BC	0000	1	5	0	0	0	0	0	0	0	0
#11AB [4523]	0	1184	768	0	0000	0000	2	2	479	0	0	0	0	0	0	0
#11AC [4524]	0	1216	768	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11AD [4525]	0	1200	760	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11AE [4526]	0	1408	1024	-2	0000	0000	2	2	477	0	0	0	0	0	0	0
#11AF [4527]	0	1424	1016	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B0 [4528]	0	544	1392	0	0000	0000	2	2	482	0	0	0	0	0	0	0
#11B1 [4529]	0	528	1384	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B2 [4530]	0	896	1440	-3	0000	0000	2	0	480	0	0	0	0	0	0	0
#11B3 [4531]	0	880	1416	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B4 [4532]	0	864	1408	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B5 [4533]	0	880	1400	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B6 [4534]	0	896	1408	0	0000	0000	2	2	0	0	0	0	0	0	0	0
#11B7 [4535]	0	912	1416	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B8 [4536]	0	928	1408	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11B9 [4537]	0	912	1400	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11BA [4538]	0	896	1392	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11BB [4539]	0	704	1296	-2	0000	0000	2	2	251	0	0	1	0	0	0	0
#11BC [4540]	0	720	1288	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11BD [4541]	0	704	1280	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11BE [4542]	0	688	1288	0	0000	0000	2	0	0	0	0	0	0	0	0	0
#11BF [4543]	0	560	1448	-1	9125	0000	2	1	615	0	0	0	0	0	0	0
#11C0 [4544]	0	544	1440	0	9125	0000	2	1	0	0	0	0	0	0	0	0
#11C1 [4545]	0	1376	1056	-1	912A	0000	2	1	615	0	0	0	0	0	0	0
#11C2 [4546]	0	1360	1048	0	912A	0000	2	1	0	0	0	0	0	0	0	0
#11C3 [4547]	0	1136	840	-1	912F	0000	2	1	615	0	0	0	0	0	0	0
#11C4 [4548]	0	1120	832	0	912F	0000	2	1	0	0	0	0	0	0	0	0
#11C5 [4549]	0	1264	1784	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#11C6 [4550]	0	704	1424	6	0000	0005	1	0	619	0	0	6	0	0	0	0
#11C7 [4551]	0	240	1336	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#11C8 [4552]	0	720	1096	6	0000	0005	1	0	619	0	0	5	0	0	0	0
#11C9 [4553]	0	1200	1336	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#11CA [4554]	0	1376	1104	6	0000	0005	1	0	619	0	0	4	0	0	0	0
#11CB [4555]	0	1120	976	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#11CC [4556]	0	1408	768	6	0000	0005	1	0	619	0	0	5	0	0	0	0
#11CD [4557]	0	896	768	6	0000	0005	1	0	619	0	0	0	0	0	0	0
#11CE [4558]	0	1280	768	0	073B	0000	2	1	10	0	0	0	0	0	0	0
#11CF [4559]	0	1424	968	0	073B	0000	2	1	10	0	0	0	0	0	0	0
#11D0 [4560]	0	1152	704	0	06BD	0000	2	1	10	0	0	2	0	0	0	0
#11D1 [4561]	0	1712	952	0	07D7	0000	2	1	10	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
