场景号	地图号	进入脚本	传送脚本
#0072 [114]	106	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0896 [2198]	0	1248	1040	0	4E62	0000	1	5	0	0	0	0	0	0	0	0	
@0897 [2199]	0	1648	1256	0	4E66	0000	1	6	0	0	0	0	0	0	0	0	
@0898 [2200]	0	1680	1256	0	0000	000B	2	0	134	1	0	0	0	0	0	0	
@0899 [2201]	0	1632	1280	0	0000	0008	2	0	134	1	2	0	0	0	0	0	
@089A [2202]	0	1568	1328	0	0000	0011	2	0	134	1	3	0	0	0	0	0	
@089B [2203]	0	1600	1312	0	0000	0011	2	0	134	1	3	0	0	0	0	0	
@089C [2204]	0	1744	1240	0	0000	0011	2	0	134	1	3	0	0	0	0	0	
@089D [2205]	0	1776	1224	0	0000	0011	2	0	134	1	3	0	0	0	0	0	
@089E [2206]	0	1312	1056	0	5815	000B	2	2	267	3	0	0	0	0	0	0	
@089F [2207]	0	1248	1088	0	5815	0008	2	2	267	3	2	0	0	0	0	0	
@08A0 [2208]	0	1312	1040	0	5F45	0000	0	1	456	0	0	3	0	0	0	0	
@08A1 [2209]	0	1232	1080	0	5F45	0000	0	1	456	0	0	4	0	0	0	0	
