场景号	地图号	进入脚本	传送脚本
$0018 [024]	38	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#01CE [462]	0	320	480	0	2B5D	0000	1	5	0	0	0	0	0	0	0	0
#01CF [463]	0	1184	496	0	2B61	0000	1	5	0	0	0	0	0	0	0	0
#01D0 [464]	0	272	1096	0	2B65	0000	1	5	0	0	0	0	0	0	0	0
#01D1 [465]	0	1152	1136	0	2B69	0000	1	5	0	0	0	0	0	0	0	0
#01D2 [466]	0	544	256	0	0000	0000	2	2	51	1	2	0	0	0	0	0
#01D3 [467]	0	576	384	0	0000	0000	2	2	159	3	0	0	0	0	0	0
#01D4 [468]	0	512	416	-1	0000	0000	2	2	373	3	3	0	0	0	0	0
#01D5 [469]	0	1232	376	0	0000	000E	2	2	90	1	1	0	0	0	0	0
#01D6 [470]	0	1520	328	0	0000	0000	2	2	313	3	2	0	0	0	0	0
#01D7 [471]	0	352	960	4	0000	0000	1	2	279	0	0	0	0	0	0	0
#01D8 [472]	0	384	960	4	0000	0000	1	2	292	0	0	0	0	0	0	0
#01D9 [473]	0	1280	1040	4	0000	0000	1	2	294	0	0	0	0	0	0	0
#01DA [474]	0	1408	912	0	0000	0008	2	2	307	3	2	0	0	0	0	0
#01DB [475]	0	752	968	0	0B9A	0000	1	1	0	0	0	0	0	0	0	0
#01DC [476]	0	1472	928	0	0A7A	0000	1	1	0	0	0	0	0	0	0	0
#01DD [477]	0	784	344	0	0B76	0000	1	1	0	0	0	0	0	0	0	0
#01DE [478]	0	1440	352	0	0BB2	0000	1	1	0	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
