场景号	地图号	进入脚本	传送脚本
$00E2 [226]	224	0000	8882	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#1063 [4195]	0	1088	752	0	89E2	0000	1	4	0	0	0	0	0	0	0	0
#1064 [4196]	0	784	936	0	891A	0000	1	4	0	0	0	0	0	0	0	0
#1065 [4197]	0	368	1144	0	8922	0000	1	4	0	0	0	0	0	0	0	0
#1066 [4198]	0	208	840	0	892A	0000	1	4	0	0	0	0	0	0	0	0
#1067 [4199]	0	1712	1144	0	8932	0000	1	4	0	0	0	0	0	0	0	0
#1068 [4200]	0	1472	1264	0	893A	0000	1	4	0	0	0	0	0	0	0	0
#1069 [4201]	0	896	1712	0	8942	0000	1	4	0	0	0	0	0	0	0	0
#106A [4202]	0	848	1240	0	8946	0000	1	4	0	0	0	0	0	0	0	0
#106B [4203]	0	672	1616	0	894A	0000	1	4	0	0	0	0	0	0	0	0
#106C [4204]	0	1184	1072	0	894E	0000	1	4	0	0	0	0	0	0	0	0
#106D [4205]	0	464	1512	0	8952	0000	1	4	0	0	0	0	0	0	0	0
#106E [4206]	0	1536	912	0	8956	0000	1	4	0	0	0	0	0	0	0	0
#106F [4207]	0	304	1432	0	895A	0000	1	4	0	0	0	0	0	0	0	0
#1070 [4208]	0	880	600	0	895E	0000	1	4	0	0	0	0	0	0	0	0
#1071 [4209]	0	1760	800	0	8962	0000	1	4	0	0	0	0	0	0	0	0
#1072 [4210]	0	1248	688	0	8966	0000	1	4	0	0	0	0	0	0	0	0
#1073 [4211]	0	1360	968	0	896A	0000	1	4	0	0	0	0	0	0	0	0
#1074 [4212]	0	1232	1304	0	896E	0000	1	4	0	0	0	0	0	0	0	0
#1075 [4213]	0	768	384	0	8972	0000	1	4	0	0	0	0	0	0	0	0
#1076 [4214]	0	960	864	0	8976	0000	1	4	0	0	0	0	0	0	0	0
#1077 [4215]	0	1392	312	0	897A	0000	1	4	0	0	0	0	0	0	0	0
#1078 [4216]	0	1152	608	0	897E	0000	1	4	0	0	0	0	0	0	0	0
#1079 [4217]	0	1296	1688	0	8986	0000	1	4	0	0	0	0	0	0	0	0
#107A [4218]	0	1744	1464	0	898A	0000	1	4	0	0	0	0	0	0	0	0
#107B [4219]	0	1120	1488	0	8996	0000	1	4	0	0	0	0	0	0	0	0
#107C [4220]	0	976	1416	0	899A	0000	1	4	0	0	0	0	0	0	0	0
#107D [4221]	0	1152	1840	0	89B6	0000	1	4	0	0	0	0	0	0	0	0
#107E [4222]	0	576	1296	0	89BA	0000	1	4	0	0	0	0	0	0	0	0
#107F [4223]	0	288	976	0	89BE	0000	1	4	0	0	0	0	0	0	0	0
#1080 [4224]	0	1488	440	0	A0CB	9CC9	1	5	626	2	0	0	0	0	0	0
#1081 [4225]	0	608	448	0	A0E7	0002	1	5	625	2	0	0	0	0	0	0
#1082 [4226]	0	592	968	0	A0ED	0000	1	5	591	4	0	0	0	0	0	0
#1083 [4227]	0	704	1040	0	A0EF	9CC9	1	5	488	2	0	0	0	0	0	0
#1084 [4228]	0	1040	1448	0	A0F1	0000	1	5	472	2	0	0	0	0	0	0
#1085 [4229]	0	1408	1520	0	A0F3	9CB3	1	5	472	2	0	0	0	0	0	0
#1086 [4230]	0	1600	1616	0	A0F5	0002	1	5	626	2	0	0	0	0	0	0
#1087 [4231]	0	528	1480	0	A0F7	0000	1	5	626	2	0	0	0	0	0	0
#1088 [4232]	0	400	1544	0	A09D	0002	1	5	625	2	0	0	0	0	0	0
#1089 [4233]	0	736	1584	0	A0EF	9CC9	1	5	488	2	0	0	0	0	0	0
#108A [4234]	0	608	1648	0	A0F5	0002	1	5	488	2	0	0	0	0	0	0
#108B [4235]	0	992	1680	0	A0EB	0000	1	5	591	4	0	0	0	0	0	0
#108C [4236]	0	816	1752	0	A0F3	0000	1	5	625	2	0	0	0	0	0	0
#108D [4237]	0	576	832	0	0801	0000	2	1	10	0	0	0	0	0	0	0
#108E [4238]	0	576	1040	0	0801	0000	2	1	10	0	0	0	0	0	0	0
#108F [4239]	0	720	1368	0	0933	0000	2	1	10	0	0	0	0	0	0	0
#1090 [4240]	0	1392	1384	0	05D3	0000	2	1	389	0	0	0	0	0	0	0
#1091 [4241]	0	528	648	0	065D	0000	2	1	389	0	0	0	0	0	0	0
#1092 [4242]	0	1040	1448	0	0939	0000	2	1	10	0	0	0	0	0	0	0
#1093 [4243]	0	1008	1128	0	06C3	0000	2	1	389	0	0	0	0	0	0	0
#1094 [4244]	0	1088	224	0	092D	0000	2	1	10	0	0	0	0	0	0	0
#1095 [4245]	0	1568	528	0	0933	0000	2	1	10	0	0	0	0	0	0	0
#1096 [4246]	0	1152	320	0	0801	0000	2	1	10	0	0	0	0	0	0	0
#1097 [4247]	0	1600	1616	0	07E3	0000	2	1	10	0	0	0	0	0	0	0
#1098 [4248]	0	1408	1520	0	07D7	0000	2	1	10	0	0	0	0	0	0	0
#1099 [4249]	0	608	1648	0	07E3	0000	2	1	10	0	0	0	0	0	0	0
#109A [4250]	0	752	1576	0	07D7	0000	2	1	10	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
